status,example,subexample,page,form,word_form,raw_form,source_judgement,retained_xml_id,translation_zho,raw_ocr_gloss,source_gloss,aligned_gloss_tokens_zho,ocr_match_score,ocr_note,note
include,105,a,135,mahinac kaku a mi-buting.,mahinac kaku a mi-buting.,mahinac             kaku       a             mi-buting.,,,我每次都捕不到魚。,一無所獲 我-主格 繫詞 主焦-魚,一無所獲 我-主格 繫詞 主焦-魚,"[""一無所獲"",""我-主格"",""繫詞"",""主焦-魚""]",0.977,PDF page-image correction: 捕 restored from OCR 補.,
include,105,b,135,angelis ku zikuc nu mi-buting-ay.,angelis ku zikuc nu mi-buting-ay.,angelis        ku          zikuc        nu        mi-buting-ay.,,,在漁夫的衣服有很重的魚腥味。,魚腥味 主格 衣服 屬格 MI-魚-AY,魚腥味 主格 衣服 屬格 MI-魚-AY,"[""魚腥味"",""主格"",""衣服"",""屬格"",""MI-魚-AY""]",0.947,,
include,106,a,136,cacay ku luma' i buyu' sa aniwiw.,cacay ku luma' i buyu' sa aniwiw.,cacay ku          luma' i             buyu'     sa         aniwiw.,,,獨居在山上很孤寂。,一個 主格 家 處所格 山上 SA 寂寞,一個 主格 家 處所格 山上 SA 寂寞,"[""一個"",""主格"",""家"",""處所格"",""山上"",""SA"",""寂寞""]",0.981,,
include,106,b,136,enem-ay ku tuki mu-lekal kita.,enem-ay ku tuki mu-lekal kita.,enem-ay           ku     tuki     mu-lekal              kita.,,,我們六點鐘起床。,六-ay 主格 時鐘 主焦-起床 我們.主格,六-ay 主格 時鐘 主焦-起床 我們.主格,"[""六-ay"",""主格"",""時鐘"",""主焦-起床"",""我們.主格""]",0.980,,
include,106,c,136,ma-benel ku sepat-ay atu lima-ay a puu' nu miheca-an.,ma-benel ku sepat-ay atu lima-ay a puu' nu miheca-an.,ma-benel ku            sepat-ay atu           lima-ay       a        puu' nu          miheca-an.,,,每年四五月份是梅雨季節。,麠格 年-an,MA-梅雨 主格 四-AY 連接詞 耕田-AY 繫詞 竹節 屬格 年-AN,"[""MA-梅雨"",""主格"",""四-AY"",""連接詞"",""耕田-AY"",""繫詞"",""竹節"",""屬格"",""年-AN""]",0.898,PDF page-image verified interlinear column alignment.,
include,107,a,137,pa-baliw ci ina nu maku tu ni-ka-tanektek nu maku.,pa-baliw ci ina nu maku tu ni-ka-tanektek nu maku.,pa-baliw         ci          ina     nu             maku             tu ni-ka-tanektek nu                 maku.,,,我的母親懷疑我的健康。,NI-KA-健康 屬格 m-我.屬格,使役-懷疑 主格 媽媽 屬格 m-我.屬格 斜格 NI-KA-健康 屬格 m-我.屬格,"[""使役-懷疑"",""主格"",""媽媽"",""屬格"",""m-我.屬格"",""斜格"",""NI-KA-健康"",""屬格"",""m-我.屬格""]",0.953,PDF page-image verified interlinear column alignment.,
include,107,b,137,pa-baliw-ay tu na-ka-kawaw ciniza.,pa-baliw-ay tu na-ka-kawaw ciniza.,pa-baliw-ay             tu         na-ka-kawaw                 ciniza.,,,使他懷疑的是這件事。,使役-懷疑-AY 斜格 NA-重疊-事情 他.主格,使役-懷疑-AY 斜格 NA-重疊-事情 他.主格,"[""使役-懷疑-AY"",""斜格"",""NA-重疊-事情"",""他.主格""]",0.984,,
include,108,a,137,pi-tabukud-an nu tatama ku bayu.,pi-tabukud-an nu tatama ku bayu.,pi-tabukud-an                nu      tatama          ku          bayu.,,,海是男人撒網的地方。,PI-撒網-處焦 屬格 男人 主格 海,PI-撒網-處焦 屬格 男人 主格 海,"[""PI-撒網-處焦"",""屬格"",""男人"",""主格"",""海""]",0.982,,
include,108,b,138,akik-en kiya nu bayu-ay a buting!,akik-en kiya nu bayu-ay a buting!,akik-en             kiya nu         bayu-ay           a      buting!,,,去烤鹹水魚！,,烤-使役 那個 屬格 海-AY 繫詞 魚,"[""烤-使役"",""那個"",""屬格"",""海-AY"",""繫詞"",""魚""]",0.982,PDF page-image verified interlinear column alignment.,
include,109,a,138,pu'nel kaku kiyu ci Mues han kaku.,pu'nel kaku kiyu ci Mues han kaku.,pu'nel kaku               kiyu        ci         Mues        han       kaku.,,,我長得矮所以叫 Mues。,矮 我-主格 所以 主格人名 稱謂 我.主格,矮 我-主格 所以 主格 人名 稱謂 我.主格,"[""矮"",""我-主格"",""所以"",""主格"",""人名"",""稱謂"",""我.主格""]",0.963,,
include,109,b,138,ala-en kiya pu'nel-ay a elun i luma'.,ala-en kiya pu'nel-ay a elun i luma'.,ala-en             kiya   pu'nel-ay         a         elun         i         luma'.,,,到家去拿矮凳子。,拿-使役 那個 矮-AY 繫詞 椅子 處所格 家,拿-使役 那個 矮-AY 繫詞 椅子 處所格 家,"[""拿-使役"",""那個"",""矮-AY"",""繫詞"",""椅子"",""處所格"",""家""]",0.915,,
excluded_exact_repeat,110,a,139,mi-tais ci ina tu zikuc nu maku.,mi-tais ci ina tu zikuc nu maku.,mi-tais        ci        ina        tu      zikuc       nu          maku.,,AKIW_SZY_2012_EX_097A,媽媽在縫製我的衣服。,主焦-縫 主格 媽媽 斜格 衣服 屬格 m-我.屬格,主焦-縫 主格 媽媽 斜格 衣服 屬格 m-我.屬格,"[""主焦-縫"",""主格"",""媽媽"",""斜格"",""衣服"",""屬格"",""m-我.屬格""]",0.980,,Exact source-form repeat of example 097a; extracted text page 129; represented by AKIW_SZY_2012_EX_097A. This row's source translation and gloss remain in the ledger.
excluded_exact_repeat,110,b,139,Bunuk-aw tais-en ku calaped nu maku.,Bunuk-aw tais-en ku calaped nu maku.,Bunuk-aw            tais-en      ku             calaped      nu        maku.,,AKIW_SZY_2012_EX_103B,Bunuk啊！去縫我的褲子。,人名-aw 縫-使役 主格 褲子 屬格 m-我，蟨格,人名-aw 縫-使役 主格 褲子 屬格 m-我.屬格,"[""人名-aw"",""縫-使役"",""主格"",""褲子"",""屬格"",""m-我.屬格""]",0.984,,Exact source-form repeat of example 103b; extracted text page 133; represented by AKIW_SZY_2012_EX_103B. This row's source translation and gloss remain in the ledger.
include,111,a,139,belih-en ku cudad nu Sakizaya.,belih-en ku cudad nu Sakizaya.,belih-en       ku           cudad           nu           Sakizaya.,,,翻開撒奇萊雅族的書。,翻-使役 主格 書 屬格 撒奇萊雅,翻-使役 主格 書 屬格 撒奇萊雅,"[""翻-使役"",""主格"",""書"",""屬格"",""撒奇萊雅""]",0.980,,
include,111,b,139,cudad-en henay ku ca-cudad-en nu misu!,cudad-en henay ku ca-cudad-en nu misu!,cudad-en       henay ku               ca-cudad-en             nu        misu!,,,先去寫你的作業！,書-en 先 主格 重疊-書-EN 屬格 m-你，靥格,書-en 先 主格 重疊-書-EN 屬格 m-你.屬格,"[""書-en"",""先"",""主格"",""重疊-書-EN"",""屬格"",""m-你.屬格""]",0.985,,
include,112,a,140,apuyu' ma-min ku ni-lusalus-an ni Kacaw tu kasuy.,apuyu' ma-min ku ni-lusalus-an ni Kacaw tu kasuy.,apuyu' ma-min                ku       ni-lusalus-an ni         Kacaw           tu        kasuy.,,,Kacaw 鋸的木材都很短。,短 MA-全 主格 NI-鋸-an 屬格人名 斜格 木材,短 MA-全 主格 NI-鋸-an 屬格 人名 斜格 木材,"[""短"",""MA-全"",""主格"",""NI-鋸-an"",""屬格"",""人名"",""斜格"",""木材""]",0.988,,
include,112,b,140,apuyu'-en ku pi-sait tu bukes ku sa-lungan-ay azihen.,apuyu'-en ku pi-sait tu bukes ku sa-lungan-ay azihen.,apuyu'-en ku            pi-sait tu bukes             ku      sa-lungan-ay azihen.,,,頭髮剪短看起來很俏麗。,短-使役 主格 PI-剪 斜格 頭髮 主格 SA-可愛-AY 看-EN,短-使役 主格 PI-剪 斜格 頭髮 主格 SA-可愛-AY 看-EN,"[""短-使役"",""主格"",""PI-剪"",""斜格"",""頭髮"",""主格"",""SA-可愛-AY"",""看-EN""]",0.989,,
include,113,a,141,sa-labi ciniza a mi-azih tu cudad.,sa-labi ciniza a mi-azih tu cudad.,sa-labi ciniza             a          mi-azih        tu    cudad.,,,他整晚都在看書。,SA-晚 他-主格 繫詞 主焦-看 斜格 書,SA-晚 他-主格 繫詞 主焦-看 斜格 書,"[""SA-晚"",""他-主格"",""繫詞"",""主焦-看"",""斜格"",""書""]",0.982,,
include,113,b,141,azih-i ku zazan anu mu-culil.,azih-i ku zazan anu mu-culil.,azih-i              ku      zazan               anu        mu-culil.,,,走路時看好路！,看-I 主格 路 如果 主焦-走路,看-I 主格 路 如果 主焦-走路,"[""看-I"",""主格"",""路"",""如果"",""主焦-走路""]",0.980,,
include,114,a,142,ka-tayza mi-anin tu silaw,ka-tayza mi-anin tu silaw,ka-tayza        mi-anin      tu           silaw,,,去那邊分一點鹹豬肉！,KA-去 MI-分 斜格 鹹豬肉,KA-去 MI-分 斜格 鹹豬肉,"[""KA-去"",""MI-分"",""斜格"",""鹹豬肉""]",0.978,,
include,114,b,142,ka-tukuh tu ku ka-tayza-an pa-saluimeng-en tu ku kazizeng!,ka-tukuh tu ku ka-tayza-an pa-saluimeng-en tu ku kazizeng!,ka-tukuh        tu           ku           ka-tayza-an       pa-saluimeng-en tu             ku         kazizeng!,,,到達目的地要把車停妥！,完成貌 主格 車,KA-到達 完成貌 主格 KA-去-處焦 PA-停止-EN 完成貌 主格 車,"[""KA-到達"",""完成貌"",""主格"",""KA-去-處焦"",""PA-停止-EN"",""完成貌"",""主格"",""車""]",0.877,PDF page-image verified interlinear column alignment.,
include,115,a,143,kupit-en ku zikuc caay ka-sienaw!,kupit-en ku zikuc caay ka-sienaw!,kupit-en       ku         zikuc caay ka-sienaw!,,,要把衣服扣起來才不會冷！,扣-EN 主格 衣服不會KA-冷,扣-EN 主格 衣服 不會 KA-冷,"[""扣-EN"",""主格"",""衣服"",""不會"",""KA-冷""]",0.982,PDF page-image verified interlinear column alignment.,
include,115,b,143,hina-baha kita i ka-sienaw-an.,hina-baha kita i ka-sienaw-an.,hina-baha      kita             i           ka-sienaw-an.,,,天氣很冷的時候我們容易咳嗽。,常-咳嗽 我們.主格 處所格 KA-冷-處焦,常-咳嗽 我們.主格 處所格 KA-冷-處焦,"[""常-咳嗽"",""我們.主格"",""處所格"",""KA-冷-處焦""]",0.981,,
include,116,a,144,si-balu tu ku bicacay.,si-balu tu ku bicacay.,si-balu       tu           ku    bicacay.,,,金桔開花了。,SI-花 完成貌 主格 金桔,SI-花 完成貌 主格 金桔,"[""SI-花"",""完成貌"",""主格"",""金桔""]",0.973,,
include,116,b,144,ka-si-balu-an nu mami ayza a bulad.,ka-si-balu-an nu mami ayza a bulad.,ka-si-balu-an             nu     mami       ayza        a    bulad.,,,這個月是柚子樹開花的季節。,KA-SI-花-處焦 屬格 柚子 現在 繫詞 月,KA-SI-花-處焦 屬格 柚子 現在 繫詞 月,"[""KA-SI-花-處焦"",""屬格"",""柚子"",""現在"",""繫詞"",""月""]",0.983,,
include,117,a,145,ma-palaw kami anu-cila i pi-cudad-an.,ma-palaw kami anu-cila i pi-cudad-an.,ma-palaw            kami           anu-cila          i        pi-cudad-an.,,,我們明天在學校跳舞。,主焦-舞我們.主格 未來-日子 處所格 PI-書-處焦,主焦-舞 我們.主格 未來-日子 處所格 PI-書-處焦,"[""主焦-舞"",""我們.主格"",""未來-日子"",""處所格"",""PI-書-處焦""]",0.985,,
include,117,b,145,u ma-palaw-ay ku kawaw nu kaka nu maku.,u ma-palaw-ay ku kawaw nu kaka nu maku.,u             ma-palaw-ay ku             kawaw nu         kaka nu        maku.,,,我姊姊的工作是舞者。,普名標記 MA-舞-AY 主格 工作 屬格 姊姊 屬格 m-我.靥格,普名標記 MA-舞-AY 主格 工作 屬格 姊姊 屬格 m-我.屬格,"[""普名標記"",""MA-舞-AY"",""主格"",""工作"",""屬格"",""姊姊"",""屬格"",""m-我.屬格""]",0.984,,
include,118,a,146,mi-caliw kaku tu bakan ni Kacaw.,mi-caliw kaku tu bakan ni Kacaw.,mi-caliw kaku                  tu          bakan ni           Kacaw.,,,我向Kacaw 借用刀。,主焦-借我.主格 斜格 刀屬格人名,主焦-借 我.主格 斜格 刀 屬格 人名,"[""主焦-借"",""我.主格"",""斜格"",""刀"",""屬格"",""人名""]",0.981,,
include,118,b,146,mi-caliw-an nu maku a kalitang.,mi-caliw-an nu maku a kalitang.,mi-caliw-an              nu         maku             a    kalitang.,,,我借來的花生。,MI-借-處焦 𪊽格 m-我.屬格 繫詞 花生,MI-借-處焦 屬格 m-我.屬格 繫詞 花生,"[""MI-借-處焦"",""屬格"",""m-我.屬格"",""繫詞"",""花生""]",0.981,,
excluded_exact_repeat,119,a,147,mu-belih ci Kacaw tu sa-ka-si-acawa niza.,mu-belih ci Kacaw tu sa-ka-si-acawa niza.,mu-belih ci         Kacaw tu              sa-ka-si-acawa       niza.,,AKIW_SZY_2012_EX_048B,Kacaw 本來要結婚但是他反悔了。,主焦-翻 主格人名 斜格 SA-KA-SI-老婆 他.格,主焦-翻 主格 人名 斜格 SA-KA-SI-老婆 他.屬格,"[""主焦-翻"",""主格"",""人名"",""斜格"",""SA-KA-SI-老婆"",""他.屬格""]",0.986,,Exact source-form repeat of example 048b; extracted text page 79; represented by AKIW_SZY_2012_EX_048B. This row's source translation and gloss remain in the ledger.
include,119,b,147,u mu-belih-ay kina wawa tu kawaw niza.,u mu-belih-ay kina wawa tu kawaw niza.,u             mu-belih-ay           kina      wawa      tu    kawaw    niza.,,,這個孩子工作半途而廢。,普名標記 主焦-翻-AY 這個 孩子 斜格 專情 他.屬格,普名標記 主焦-翻-AY 這個 孩子 斜格 專情 他.屬格,"[""普名標記"",""主焦-翻-AY"",""這個"",""孩子"",""斜格"",""專情"",""他.屬格""]",0.984,,
include,120,a,148,ta-timul ku culil nu niyam.,ta-timul ku culil nu niyam.,ta-timul ku          culil   nu         niyam.,,,我們朝南的方向走。,TA-南 主格 走屬格 我們.靥格,TA-南 主格 走 屬格 我們.屬格,"[""TA-南"",""主格"",""走"",""屬格"",""我們.屬格""]",0.978,,
include,120,b,148,izau i pa-lami'-an ku na-culil-an ni bayi.,izau i pa-lami'-an ku na-culil-an ni bayi.,izau    i             pa-lami'-an         ku       na-culil-an      ni     bayi.,,,菜園裡有留下阿嬤的腳印。,有 處所格 PA-菜-處焦 主格 NA-走-處焦 屬格 奶奶,有 處所格 PA-菜-處焦 主格 NA-走-處焦 屬格 奶奶,"[""有"",""處所格"",""PA-菜-處焦"",""主格"",""NA-走-處焦"",""屬格"",""奶奶""]",0.986,,
excluded_exact_repeat,121,a,149,i amis ku luma' nu maku.,i amis ku luma' nu maku.,i      amis      ku         luma' nu            maku.,,AKIW_SZY_2012_EX_072A,我住北部。,處所格北 主格 家屬格 m-我.屬格,處所格 北 主格 家 屬格 m-我.屬格,"[""處所格"",""北"",""主格"",""家"",""屬格"",""m-我.屬格""]",0.973,PDF page-image verified interlinear column alignment.,Exact source-form repeat of example 072a; extracted text page 101; represented by AKIW_SZY_2012_EX_072A. This row's source translation and gloss remain in the ledger.
include,121,b,149,nu-amis-an nu Maibul ku Kuhkuh a niyazu'.,nu-amis-an nu Maibul ku Kuhkuh a niyazu'.,nu-amis-an      nu         Maibul        ku       Kuhkuh         a       niyazu'.,,,瑞穗鄉在馬立雲部落的北邊。,NU-北-AN 屬格 馬立雲 主格 瑞穗 繫詞 部落,NU-北-AN 屬格 馬立雲 主格 瑞穗 繫詞 部落,"[""NU-北-AN"",""屬格"",""馬立雲"",""主格"",""瑞穗"",""繫詞"",""部落""]",0.986,,
include,122,a,150,sabaw tusa tu ku widi pa-hanhan tu ku yubin.,sabaw tusa tu ku widi pa-hanhan tu ku yubin.,sabaw tusa         tu         ku       widi pa-hanhan            tu     ku    yubin.,,,12點了，郵局已經停止營業。,十 二 完成貌 主格 時間 PA-呼吸 完成貌 主格 郵局,十 二 完成貌 主格 時間 PA-呼吸 完成貌 主格 郵局,"[""十"",""二"",""完成貌"",""主格"",""時間"",""PA-呼吸"",""完成貌"",""主格"",""郵局""]",0.986,,
include,122,b,150,anu yaan ku pa-hanhan-an nu misu a demiad?,anu yaan ku pa-hanhan-an nu misu a demiad?,anu     yaan       ku   pa-hanhan-an            nu      misu           a     demiad?,,,你的假期是什麼時候？,什麼 時候 主格 PA-呼吸-處焦 屬格 m-你.屬格 繫詞 日子,什麼 時候 主格 PA-呼吸-處焦 屬格 m-你.屬格 繫詞 日子,"[""什麼"",""時候"",""主格"",""PA-呼吸-處焦"",""屬格"",""m-你.屬格"",""繫詞"",""日子""]",0.986,,
include,123,a,151,ci Dungi ku ngangan nu maku.,ci Dungi ku ngangan nu maku.,ci           Dungi         ku      ngangan nu      maku.,,,我的名字是 Dungi。,主格 人名 主格 名字 • 闓格 m-我.r格,主格 人名 主格 名字 屬格 m-我.屬格,"[""主格"",""人名"",""主格"",""名字"",""屬格"",""m-我.屬格""]",0.978,PDF page-image verified interlinear column alignment.,
include,123,b,152,lecuh-sa-hen tu wawa pa-ngangan-en tu.,lecuh-sa-hen tu wawa pa-ngangan-en tu.,lecuh-sa-hen      tu    wawa            pa-ngangan-en         tu.,,,孩子剛出生就命名。,出生-SA-HEN 斜格 孩子 PA-名字-EN 完成貌,出生-SA-HEN 斜格 孩子 PA-名字-EN 完成貌,"[""出生-SA-HEN"",""斜格"",""孩子"",""PA-名字-EN"",""完成貌""]",0.985,,
include,124,a,153,adead-i han ku zikuc i bankuy!,adead-i han ku zikuc i bankuy!,adead-i    han          ku        zikuc     i          bankuy!,,,去翻在櫃子裡的衣服吧！,翻-I HAN 主格 衣服 處所格 櫃子,翻-I HAN 主格 衣服 處所格 櫃子,"[""翻-I"",""HAN"",""主格"",""衣服"",""處所格"",""櫃子""]",0.980,,
include,124,b,153,amana pi-adead tuya lalami kalat-aw nu bawu!,amana pi-adead tuya lalami kalat-aw nu bawu!,amana        pi-adead          tuya         lalami     kalat-aw          nu      bawu!,,,不要翻稻草，免得被蛇咬！,不要 PI-翻 那個 稻草 唆-AW 屬格蛇,不要 PI-翻 那個 稻草 咬-AW 屬格 蛇,"[""不要"",""PI-翻"",""那個"",""稻草"",""咬-AW"",""屬格"",""蛇""]",0.987,PDF page-image verified interlinear column alignment.,
include,124,c,153,pi-adead-i tu pa-zikuc-an ni Kacaw!,pi-adead-i tu pa-zikuc-an ni Kacaw!,pi-adead-i       tu         pa-zikuc-an          ni       Kacaw!,,,去翻 Kacaw 的衣櫥！,PI-番-I 斜格 PA-衣服-處焦 屬格人名,PI-翻-I 斜格 PA-衣服-處焦 屬格 人名,"[""PI-翻-I"",""斜格"",""PA-衣服-處焦"",""屬格"",""人名""]",0.984,PDF page-image verified interlinear column alignment.,
include,125,a,154,sipu-en ku puda' nu mata isu.,sipu-en ku puda' nu mata isu.,sipu-en      ku        puda'    nu         mata         isu.,,,把你的眼屎擦乾淨。,擦-受焦 主格 眼屎 屬格 眼睛 你.靥格,擦-受焦 主格 眼屎 屬格 眼睛 你.屬格,"[""擦-受焦"",""主格"",""眼屎"",""屬格"",""眼睛"",""你.屬格""]",0.979,,
include,125,b,154,kapah sa azih-en kiya ta-mata-an ni Haluwi.,kapah sa azih-en kiya ta-mata-an ni Haluwi.,kapah         sa      azih-en    kiya ta-mata-an                     ni         Haluwi.,,,Haluwi 的眼鏡看起來很美。,好 SA 看-受焦那個 重疊-眼睛-處焦 屬格人名,好 SA 看-受焦 那個 重疊-眼睛-處焦 屬格 人名,"[""好"",""SA"",""看-受焦"",""那個"",""重疊-眼睛-處焦"",""屬格"",""人名""]",0.986,PDF page-image verified interlinear column alignment.,
excluded_exact_repeat,126,a,155,ta-amis ku culil ni Unu na-sananl.,ta-amis ku culil ni Unu na-sananl.,ta-amis ku         culil     ni         Unu   na-sananl.,,AKIW_SZY_2012_EX_072B,Unu 早上往北走。,TA-北 主格 走 屬格 人名 過去-早上,TA-北 主格 走 屬格 人名 過去-早上,"[""TA-北"",""主格"",""走"",""屬格"",""人名"",""過去-早上""]",0.982,,Exact source-form repeat of example 072b; extracted text page 102; represented by AKIW_SZY_2012_EX_072B. This row's source translation and gloss remain in the ledger.
include,126,b,155,ta-amis-en ku pa-culil tu wawelwel!,ta-amis-en ku pa-culil tu wawelwel!,ta-amis-en    ku           pa-culil     tu    wawelwel!,,,機車騎向北方！,TA-北-受焦 主格 PA-走 斜格 機車,TA-北-受焦 主格 PA-走 斜格 機車,"[""TA-北-受焦"",""主格"",""PA-走"",""斜格"",""機車""]",0.931,,
