status,seq,page,affix_form,affix_function_zho,affix_source,form,meaning_zho,base_form,base_meaning_zho,source_context,raw_ocr,note,retained_xml_id
include,425,152,pi-...-i,加強使役,table 99,pi-sulahid-i,要瞄準！,sulahid,瞄準,pa-i | sulahid- | 瞄準,425 | pa--i | sulahid- | 瞄準 | pi-sulahid-i | 要瞄準！,,
include,426,153,ta-...-an,與詞根相關的特定工具或對象,table 100,ta-azih-an,好榜樣,azih,看,ta-.-an | azih | 看,426 | ta-.-an | azih | 看 | ta-azih-an | 好榜樣,,
include,427,153,ta-...-an,與詞根相關的特定工具或對象,table 100,ta-mata-an,眼鏡,mata,眼睛,ta-.-an | mata | 眼睛,427 | ta-.-an | mata | 眼睛 | ta-mata-an | 眼鏡,,
include,428,153,ta-...-an,與詞根相關的特定工具或對象,table 100,ta-tangah-an,枕頭,tangah,頭,ta-.-an | tangah | 頭,428 | ta-.-an | tangah | 頭 | ta-tangah-an | 枕頭,,
include,429,153,ta-...-an,與詞根相關的特定工具或對象,table 100,ta-lima-an,手套,lima,手,ta-..-an | lima | 手,429 | ta-..-an | lima | 手 | ta-lima-an 114 | 手套,,
include,430,154,ta-...-en,命令某人前往某處,table 101,ta-amis-en,向北方！,amis,北,ta-...-en | amis | 北,430 | ta-...-en | amis | 北 | ta-amis-en | 向北方！,,
include,431,154,ta-...-en,命令某人前往某處,table 101,ta-tayling-en,送警局！,tayling,警察（臺閩）,ta-...-en | tayling | 警察（臺閩）,431 | ta-...-en | tayling | 警察（臺閩） | ta-tayling-en | 送警局！,,
include,432,154,ta-...-en,命令某人前往某處,table 101,ta-timul-en,向南方！,timul,南,ta-...-en | timul | 南,432 | ta-...-en | timul | 南 | ta-timul-en | 向南方！,,
include,433,154,ta-...-en,命令某人前往某處,table 101,ta-tip-en,往西邊！,tip,西,ta-...-en | tip | 西,433 | ta-...-en | tjp | 西 | ta-tip-en | 往西邊！,Page-image verified while adding source-table base forms; OCR read i as j in the root cell.,
include,434,154,ta-...-en,命令某人前往某處,table 101,ta-zikuz-en,要往後！,zikuz,後面、之後,ta-...-en | zikuz- | 後面、之後,434 | ta-...-en | zikuz- | 後面、之後 | ta-zikuz-en | 要往後！,,
