table_id,page_number_one_based,printed_page_number,chapter_number,section_number,table_title,row_label,column_label,truku_form_raw,truku_form_clean,chinese_meaning_raw,chinese_meaning_clean,morphology_label,word_class_change,cell_raw,cell_clean,parse_confidence,xml_eligible_candidate,notes
p0130_t01,130,,,,,9,;序號;;;詞彙;;;原詞意;;;轉換後詞意;;;功能轉移161;,sipaw,sipaw,河的對岸,河的對岸,,,9 | sipaw | 河的對岸 | 西寶(部落名) | 特指,9 | sipaw | 河的對岸 | 西寶(部落名) | 特指,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0131_t01,131,,,,,1,10;emp-qeepah;農夫;指工作的人;泛指,emp-qeepah,emp-qeepah,農夫,農夫,,,10 | emp-qeepah | 農夫 | 指工作的人 | 泛指,10 | emp-qeepah | 農夫 | 指工作的人 | 泛指,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0131_t02,131,,,,,1,;序號;;;詞彙;;;原詞意;;;轉換後詞意;;;功能轉移;,risuh,risuh,刷漆,刷漆,,,1 | risuh | 刷漆 | 化妝 | 借代,1 | risuh | 刷漆 | 化妝 | 借代,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0131_t02,131,,,,,2,;序號;;;詞彙;;;原詞意;;;轉換後詞意;;;功能轉移;,m-s-sli,m-s-sli,互相聚在一起；聚會,互相聚在一起；聚會,,,2 | m-s-sli | 互相聚在一起；聚會 | 開會 | 借代,2 | m-s-sli | 互相聚在一起；聚會 | 開會 | 借代,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0131_t02,131,,,,,3,;序號;;;詞彙;;;原詞意;;;轉換後詞意;;;功能轉移;,gaaw,gaaw,選擇,選擇,,,3 | gaaw | 選擇 | 選舉 | 借代,3 | gaaw | 選擇 | 選舉 | 借代,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0131_t02,131,,,,,4,;序號;;;詞彙;;;原詞意;;;轉換後詞意;;;功能轉移;,griq,griq,轉向；轉動,轉向；轉動,,,4 | griq | 轉向；轉動 | 開車 | 借代,4 | griq | 轉向；轉動 | 開車 | 借代,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0132_t01,132,,,,,1,;序號;;;詞彙;;;詞意一;;;詞意二;;;詞意三;,malu,malu,好的,好的,,,1 | malu | 好的 | 聰明,1 | malu | 好的 | 聰明,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0132_t01,132,,,,,2,;序號;;;詞彙;;;詞意一;;;詞意二;;;詞意三;,naqih,naqih,壞的,壞的,,,2 | naqih | 壞的 | 不好的 | 笨的,2 | naqih | 壞的 | 不好的 | 笨的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0132_t01,132,,,,,3,;序號;;;詞彙;;;詞意一;;;詞意二;;;詞意三;,lbu,lbu,短的,短的,,,3 | lbu | 短的 | 矮小的 | 短的(壽命),3 | lbu | 短的 | 矮小的 | 短的(壽命),medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0132_t01,132,,,,,4,;序號;;;詞彙;;;詞意一;;;詞意二;;;詞意三;,bbaraw,bbaraw,很長,很長,,,4 | bbaraw | 很長 | 很高 | 很深,4 | bbaraw | 很長 | 很高 | 很深,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0132_t01,132,,,,,5,;序號;;;詞彙;;;詞意一;;;詞意二;;;詞意三;,cilux,cilux,熱的,熱的,,,5 | cilux | 熱的 | 燙的 | 燒的,5 | cilux | 熱的 | 燙的 | 燒的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0133_t01,133,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式166;,sbiki,sbiki,檳榔,檳榔,,,1 | sbiki | 檳榔 | 檳榔樹 | 整體─部分 | sn-sbiki 為了檳榔而吵,1 | sbiki | 檳榔 | 檳榔樹 | 整體─部分 | sn-sbiki 為了檳榔而吵,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0133_t01,133,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式166;,mami,mami,橘子,橘子,,,2 | mami | 橘子 | 橘子樹 | 整體─部分 | gm-mami 專挑橘子,2 | mami | 橘子 | 橘子樹 | 整體─部分 | gm-mami 專挑橘子,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0133_t01,133,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式166;,hiyi,hiyi,肉,肉,,,3 | hiyi | 肉 | 身體；人 | 整體─部分 | s-hiyi 多肉的,3 | hiyi | 肉 | 身體；人 | 整體─部分 | s-hiyi 多肉的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0134_t01,134,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,kulu,kulu,箱子,箱子,,,1 | kulu | 箱子 | 棺材、監獄 | 形狀或外觀 | t-kulu 製作棺材,1 | kulu | 箱子 | 棺材、監獄 | 形狀或外觀 | t-kulu 製作棺材,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0134_t01,134,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,qrul,qrul,燒焦,燒焦,,,2 | qrul | 燒焦 | 筆筒樹(蛇木) | 形狀或外觀 | s-qrul 燒焦,2 | qrul | 燒焦 | 筆筒樹(蛇木) | 形狀或外觀 | s-qrul 燒焦,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0134_t01,134,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,kahat,kahat,蜂窩,蜂窩,,,3 | kahat | 蜂窩 | 鳳梨皮 | 形狀或外觀 | ───,3 | kahat | 蜂窩 | 鳳梨皮 | 形狀或外觀 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0135_t01,135,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,lihaw,lihaw,鏡子,鏡子,,,1 | lihaw | 鏡子 | 眼鏡、望遠鏡 | 材質 | t-lihaw 照鏡子,1 | lihaw | 鏡子 | 眼鏡、望遠鏡 | 材質 | t-lihaw 照鏡子,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0135_t01,135,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,qnawal,qnawal,鐵絲、電線,鐵絲、電線,,,2 | qnawal | 鐵絲、電線 | 電話 | 材質 | emp-t-qnawal 將要接線,2 | qnawal | 鐵絲、電線 | 電話 | 材質 | emp-t-qnawal 將要接線,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0135_t02,135,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,tmaq,tmaq,爛掉,爛掉,,,1 | tmaq | 爛掉 | 水桶樹 | 性質 | s-tmaq 爛掉,1 | tmaq | 爛掉 | 水桶樹 | 性質 | s-tmaq 爛掉,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0135_t02,135,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,dara,dara,血,血,,,2 | dara | 血 | 茄苳樹 | 性質 | s-dara 流血,2 | dara | 血 | 茄苳樹 | 性質 | s-dara 流血,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0136_t01,136,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,pngrah,pngrah,星星,星星,,,1 | pngrah | 星星 | 螢火蟲 | 特徵 | t-pngrah 星星出來,1 | pngrah | 星星 | 螢火蟲 | 特徵 | t-pngrah 星星出來,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0136_t01,136,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,runug,runug,地震,地震,,,2 | runug | 地震 | 仙草、愛玉 | 特徵 | m-runug 地震,2 | runug | 地震 | 仙草、愛玉 | 特徵 | m-runug 地震,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0137_t01,137,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,pgagu,pgagu,笛子,笛子,,,1 | pgagu | 笛子 | 藪鳥 | 擬聲 | m-gagu 吹笛子,1 | pgagu | 笛子 | 藪鳥 | 擬聲 | m-gagu 吹笛子,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0137_t01,137,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,pupuk,pupuk,鐵牛車,鐵牛車,,,2 | pupuk | 鐵牛車 | 布穀鳥 | 擬聲 | t-pupuk 抓布穀鳥,2 | pupuk | 鐵牛車 | 布穀鳥 | 擬聲 | t-pupuk 抓布穀鳥,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0138_t01,138,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,risuh,risuh,刷漆,刷漆,,,1 | risuh | 刷漆 | 化妝171 | 動作 | r-m-isuh 刷漆,1 | risuh | 刷漆 | 化妝171 | 動作 | r-m-isuh 刷漆,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0138_t01,138,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,m-s-sli,m-s-sli,互相聚在一起 聚會,互相聚在一起 聚會,,,2 | m-s-sli | 互相聚在一起 聚會 | 開會 | 動作 | m-s-sli 互相聚集,2 | m-s-sli | 互相聚在一起 聚會 | 開會 | 動作 | m-s-sli 互相聚集,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0138_t01,138,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,gaaw,gaaw,選擇,選擇,,,3 | gaaw | 選擇 | 選舉 | 動作 | g-m-aaw 選擇,3 | gaaw | 選擇 | 選舉 | 動作 | g-m-aaw 選擇,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0138_t01,138,,,,,4,;序號;;;詞彙;;;基本義;;;引申義;;;借代路徑的類別;;;加綴形式;,latat,latat,出去,出去,,,4 | latat | 出去 | 畢業 | 動作 | m-latat 出去,4 | latat | 出去 | 畢業 | 動作 | m-latat 出去,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,klaway,klaway,蝴蝶、燕子,蝴蝶、燕子,,,1 | klaway | 蝴蝶、燕子 | 比喻健步如飛 | 比喻 | ───,1 | klaway | 蝴蝶、燕子 | 比喻健步如飛 | 比喻 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,elug,elug,道路,道路,,,2 | elug | 道路 | 道理、有道理的 | 比喻 | ge-elug 開路,2 | elug | 道路 | 道理、有道理的 | 比喻 | ge-elug 開路,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,talux,talux,熱、燙,熱、燙,,,3 | talux | 熱、燙 | 形容生氣、火大 | 比喻 | m-talux 熱,3 | talux | 熱、燙 | 形容生氣、火大 | 比喻 | m-talux 熱,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,4,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,skuy,skuy,冷,冷,,,4 | skuy | 冷 | 形容難過 | 比喻 | m-skuy 冷,4 | skuy | 冷 | 形容難過 | 比喻 | m-skuy 冷,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,5,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,pahung,pahung,膽,膽,,,5 | pahung | 膽 | 膽大、生氣、兇、勇敢 | 比喻 | em-pahung 兇,5 | pahung | 膽 | 膽大、生氣、兇、勇敢 | 比喻 | em-pahung 兇,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0139_t01,139,,,,,6,;序號;;;詞彙;;;基本義;;;引申義;;;演變路徑;;;加綴形式;,qurug,qurug,腎173,腎173,,,6 | qurug | 腎173 | 圓的 | 比喻 | m-qurug 圓的,6 | qurug | 腎173 | 圓的 | 比喻 | m-qurug 圓的,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,lupung,lupung,朋友,朋友,,,1 | lupung | 朋友 | 男女朋友 | 指人 | s-lupung 交朋友,1 | lupung | 朋友 | 男女朋友 | 指人 | s-lupung 交朋友,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,kuyuh,kuyuh,女人,女人,,,2 | kuyuh | 女人 | 妻子 | 指人 | t-kuyuh 找女人,2 | kuyuh | 女人 | 妻子 | 指人 | t-kuyuh 找女人,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,rudan,rudan,長輩,長輩,,,3 | rudan | 長輩 | 父母 | 指人 | ───,3 | rudan | 長輩 | 父母 | 指人 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,4,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,bukung,bukung,具有管理者 地位的人,具有管理者 地位的人,,,4 | bukung | 具有管理者 地位的人 | 總統、縣長、 鄉長…等 | 指人 | ───,4 | bukung | 具有管理者 地位的人 | 總統、縣長、 鄉長…等 | 指人 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,5,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,sipaw,sipaw,河的對岸,河的對岸,,,5 | sipaw | 河的對岸 | 西寶(部落名) | 指地方 | ───,5 | sipaw | 河的對岸 | 西寶(部落名) | 指地方 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,6,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,bukuy,bukuy,背後；背部,背後；背部,,,6 | bukuy | 背後；背部 | 南投(縣名) | 指地方 | ───,6 | bukuy | 背後；背部 | 南投(縣名) | 指地方 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0141_t01,141,,,,,7,;序號;;;詞彙;;;基本義;;;引申義;;;特指路徑的類別;;;加綴形式;,uqan,uqan,吃的地方,吃的地方,,,7 | uqan | 吃的地方 | 餐桌、餐廳、 飯店…等 | 指地方 | ───,7 | uqan | 吃的地方 | 餐桌、餐廳、 飯店…等 | 指地方 | ───,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0142_t01,142,,,,,1,;序號;;;詞彙;;;基本義;;;引申義;;;泛指路徑的類別;;;詞根形式;,emp-qeepah,emp-qeepah,農夫、農人,農夫、農人,,,1 | emp-qeepah | 農夫、農人 | 工作的人 (如工人、服務生) | 指人 | qeepah 工作,1 | emp-qeepah | 農夫、農人 | 工作的人 (如工人、服務生) | 指人 | qeepah 工作,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0142_t01,142,,,,,2,;序號;;;詞彙;;;基本義;;;引申義;;;泛指路徑的類別;;;詞根形式;,m-sapuh,m-sapuh,巫師、巫婆,巫師、巫婆,,,2 | m-sapuh | 巫師、巫婆 | 幫忙看病的人 (如醫生) | 指人 | sapuh 求診；藥,2 | m-sapuh | 巫師、巫婆 | 幫忙看病的人 (如醫生) | 指人 | sapuh 求診；藥,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0142_t01,142,,,,,3,;序號;;;詞彙;;;基本義;;;引申義;;;泛指路徑的類別;;;詞根形式;,q-m-pah-an,q-m-pah-an,田地、農地,田地、農地,,,3 | q-m-pah-an | 田地、農地 | 工作的地方 (如工地、辦公室) | 指地方 | qeepah 工作,3 | q-m-pah-an | 田地、農地 | 工作的地方 (如工地、辦公室) | 指地方 | qeepah 工作,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0143_t01,143,,,,,1,;語義演變路徑;;;包含小類別數量;;;詞類轉換;,,,借代,借代,,,借代 | 八類 | 名詞 ⇔ 動詞 ⇔ 靜態動詞,借代 | 八類 | 名詞 ⇔ 動詞 ⇔ 靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0143_t01,143,,,,,2,;語義演變路徑;;;包含小類別數量;;;詞類轉換;,,,比喻,比喻,,,比喻 | 一類 | 名詞 ⇔ 靜態動詞,比喻 | 一類 | 名詞 ⇔ 靜態動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0143_t01,143,,,,,3,;語義演變路徑;;;包含小類別數量;;;詞類轉換;,,,特指,特指,,,特指 | 兩類 | 無,特指 | 兩類 | 無,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0143_t01,143,,,,,4,;語義演變路徑;;;包含小類別數量;;;詞類轉換;,,,泛指,泛指,,,泛指 | 兩類 | 無,泛指 | 兩類 | 無,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,1,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,bukung alang,bukung alang,村長,村長,,,村長 | bukung alang | 統治者+部落 | 指人(職業),村長 | bukung alang | 統治者+部落 | 指人(職業),medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,2,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,m-klawa laqi,m-klawa laqi,保母,保母,,,保母 | m-klawa laqi | 照顧者+小孩 | 指人(職業),保母 | m-klawa laqi | 照顧者+小孩 | 指人(職業),medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,3,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,quyu shus,quyu shus,眼鏡蛇,眼鏡蛇,,,眼鏡蛇 | quyu shus | 蛇+擬聲詞 | 動物,眼鏡蛇 | quyu shus | 蛇+擬聲詞 | 動物,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,4,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,qowlit gmiya,qowlit gmiya,田鼠,田鼠,,,田鼠 | qowlit gmiya | 老鼠+茅草 | 動物,田鼠 | qowlit gmiya | 老鼠+茅草 | 動物,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,5,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,sari qluq-un,sari qluq-un,小芋頭,小芋頭,,,小芋頭 | sari qluq-un | 芋頭+生吃的 | 植物,小芋頭 | sari qluq-un | 芋頭+生吃的 | 植物,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,6,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,usik qapal,usik qapal,生薑,生薑,,,生薑 | usik qapal | 辣椒+連體的 | 植物,生薑 | usik qapal | 辣椒+連體的 | 植物,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,7,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,uq-un ska hidaw,uq-un ska hidaw,中餐,中餐,,,中餐 | uq-un ska hidaw | 吃的東西+中午 | 食,中餐 | uq-un ska hidaw | 吃的東西+中午 | 食,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,8,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,lukus mg-truma,lukus mg-truma,外衣,外衣,,,外衣 | lukus mg-truma | 衣服+在下面的 | 衣,外衣 | lukus mg-truma | 衣服+在下面的 | 衣,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,9,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,sapah saban,sapah saban,蟑螂窩,蟑螂窩,,,蟑螂窩 | sapah saban | 家+蟑螂 | 住,蟑螂窩 | sapah saban | 家+蟑螂 | 住,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,10,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,tdruy qrngul,tdruy qrngul,火車,火車,,,火車 | tdruy qrngul | 車+煙霧 | 行,火車 | tdruy qrngul | 車+煙霧 | 行,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t01,150,,,,,11,;華語;;;太魯閣語;;;內部詞素;;;使用範圍類別;,patas suyang,patas suyang,聖經,聖經,,,聖經 | patas suyang | 書+很好 | 其他,聖經 | patas suyang | 書+很好 | 其他,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,1,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,qsurux balay,qsurux balay,苦花魚,苦花魚,,,苦花魚 | qsurux balay | 魚+一般 | balay,苦花魚 | qsurux balay | 魚+一般 | balay,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,2,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,kacing balay,kacing balay,水牛,水牛,,,水牛 | kacing balay | 牛+一般 | balay,水牛 | kacing balay | 牛+一般 | balay,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,3,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,hakaw utux,hakaw utux,彩虹,彩虹,,,彩虹 | hakaw utux | 橋+鬼、神、祖靈 | utux,彩虹 | hakaw utux | 橋+鬼、神、祖靈 | utux,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,4,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,bgihur utux,bgihur utux,龍捲風,龍捲風,,,龍捲風 | bgihur utux | 風+鬼、神、祖靈 | utux,龍捲風 | bgihur utux | 風+鬼、神、祖靈 | utux,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,5,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,wihi paru,wihi paru,湯匙(乘湯的),湯匙(乘湯的),,,湯匙(乘湯的) | wihi paru | 湯匙+大的 | paru,湯匙(乘湯的) | wihi paru | 湯匙+大的 | paru,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,6,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,bgihur paru,bgihur paru,颱風,颱風,,,颱風 | bgihur paru | 風+大的 | paru,颱風 | bgihur paru | 風+大的 | paru,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,7,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,btunux em-banah,btunux em-banah,玫瑰石,玫瑰石,,,玫瑰石 | btunux em-banah | 石頭+ AF-紅的 | em-banah,玫瑰石 | btunux em-banah | 石頭+ AF-紅的 | em-banah,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0150_t02,150,,,,,8,;華語;;;太魯閣語;;;內部詞素;;;複合詞中的修飾語;,sari em-banah,sari em-banah,芋頭(紅色的肉),芋頭(紅色的肉),,,芋頭(紅色的肉) | sari em-banah | 芋頭+AF-紅的 | em-banah,芋頭(紅色的肉) | sari em-banah | 芋頭+AF-紅的 | em-banah,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,1,;詞綴;;;例子;;;語意或功能;,em-,em-,撐傘(em-bubung)、開花(em-phpah),撐傘(em-bubung)、開花(em-phpah),,,em- | 撐傘(em-bubung)、開花(em-phpah) | 「與名詞相關的動作」,em- | 撐傘(em-bubung)、開花(em-phpah) | 「與名詞相關的動作」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,2,;詞綴;;;例子;;;語意或功能;,g-(ge-),g-(ge-),劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh),劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh),,,g-(ge-) | 劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh) | 「與名詞相關的動作」 「專門挑選」,g-(ge-) | 劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh) | 「與名詞相關的動作」 「專門挑選」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,3,;詞綴;;;例子;;;語意或功能;,k-(ke-),k-(ke-),想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya),想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya),,,k-(ke-) | 想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya) | 「想要…」 「變成…」,k-(ke-) | 想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya) | 「想要…」 「變成…」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,4,;詞綴;;;例子;;;語意或功能;,m-,m-,唱歌(m-euyas) 牧師、牧羊人(m-tabug),唱歌(m-euyas) 牧師、牧羊人(m-tabug),,,m- | 唱歌(m-euyas) 牧師、牧羊人(m-tabug) | 「與名詞相關的動作」 「職業或指人」,m- | 唱歌(m-euyas) 牧師、牧羊人(m-tabug) | 「與名詞相關的動作」 「職業或指人」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,5,;詞綴;;;例子;;;語意或功能;,n-,n-,分配的東西(n-asug)、煮的東西(n-hapuy),分配的東西(n-asug)、煮的東西(n-hapuy),,,n- | 分配的東西(n-asug)、煮的東西(n-hapuy) | 「名物化」,n- | 分配的東西(n-asug)、煮的東西(n-hapuy) | 「名物化」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0151_t01,151,,,,,6,;詞綴;;;例子;;;語意或功能;,p-,p-,鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut),鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut),,,p- | 鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut) | 「與名詞相關的動作」 「種植、採收」,p- | 鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut) | 「與名詞相關的動作」 「種植、採收」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
