record_id	section	section_title	part	label	printed_page_start	printed_page_end	pdf_object_page_start	pdf_object_page_end	has_translation	form_chars	standard_chars	translation_chars	notes	translation	form	standard
section_16_second_sermon_sentence_172	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_172	79	86	111	118	False	137	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		paga adda, batur, baziep, bo'o baron, mapan a binnan, nauqua, saam, babóno bonna, loan o baron, mapan a mario atsi de abas, de sabbadech.	
section_16_second_sermon_sentence_173	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_173	79	86	111	118	False	72	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ṣo-o azjies tummaramar de roman a ta paga romaroman a inochan channumma.	
section_16_second_sermon_sentence_174	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_174	79	86	111	118	False	73	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Marach ja patapos innai maadaldál choa rim'o tapos o ai masabb'ija decho.	
section_16_second_sermon_sentence_175	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_175	79	86	111	118	False	173	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mauromaroman ja choa aṣoso, zikakas, naupoot, dippi, barieg, ṣoë o kakan, barri, oetas, rará, tadách, binnas o bog, a barra, morich o ma-ilip, ṣaan, ába, ṣo-o cheer o tsjes.	
section_16_second_sermon_sentence_176	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_176	79	86	111	118	False	167	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ṣo-o ean o baak o tapos ai, ṣo-o tapos o babosa; ean channumm'o chono ai mautsiri i ta Deos, ṣo-o alli meach'ija icho, inau mabá-ṣar alla maṣabb'o aicho-ies decho-noë.	
section_16_second_sermon_sentence_177	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_177	79	86	111	118	False	247	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masó masanno pape'o aṣosóno choa sisjiem a choa aran, tamaséa madarram icho, poetautat inni choa rio, ṣo-o tallochon meach'ija icho, maibas pab'ija ta Paulus, alla chummad o chono ai kaṣummad'ichonoë, alla paga ma-achachád o choa maaunionis a cho.	
section_16_second_sermon_sentence_178	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_178	79	86	111	118	False	123	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masiniṣar icho pal'i ta Abraham: hai mikkil Abram, paga ina badsig o malam a oa boa, ṣo-o joa micho chachád o mauchus mato.	
section_16_second_sermon_sentence_179	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_179	79	86	111	118	False	181	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chummad o mario a tataap, tataap o babissé a chimit inni choa sisjiem ta Deos, ṣo-o narroa tuppo paga choa chachád inni morich o mini de babo ta ṣo-o a-i-jor a morich o mini boesum.	
section_16_second_sermon_sentence_180	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_180	79	86	111	118	False	184	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		De babo ta mini chummad o choa bó a tataap a rio, maladik o choa aran, ṣo-o pádabbi o rio choa tsjes-oë, pe'o morich o ma-ilip, binnás, árra, aukat o tsjes, ṣo-o roma-roman choa aṣoso.	
section_16_second_sermon_sentence_181	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_181	79	86	111	118	False	158	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Inni rio a al-ál o Deos pinoetat o auchos mario-acho ta David, inau decho pála-ṣar, ta Jehova paḡa na-a micho ma-ararí, alli mamarotul o charri o ai ja ina-e.	
section_16_second_sermon_sentence_182	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_182	79	86	111	118	False	75	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chachad i boesum paga chachad o gagil, o ai ummior a-i-jor a morich o mini.	
section_16_second_sermon_sentence_183	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_183	79	86	111	118	False	145	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Innainumma pala ta Christus, itá, matoa mai ja ina, ṣo-o na-a micho chachad rorro-nó ina, alla na-a chummad o atatta cho, kamaibas o choa tataap.	
section_16_second_sermon_sentence_184	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_184	79	86	111	118	False	249	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chachad o mini o maacharrieb aladikkenṣar i boesum ino ean, ṣabanno ta Christus ṣaṣai pacheoach, alla merien o chachalt o cho morich-a, ṣo-o machada ai, ṣo-o tatummoach lallum rabbo maibas o ma-achachált o tapos o cho, ṣo-o ma-achachád o chono Deos.	
section_16_second_sermon_sentence_185	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_185	79	86	111	118	False	81	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Assánman-a, alla na-a poṣisi o ranied, ṣo-o paatsikap o atil o ta Paulus imo-noë.	
section_16_second_sermon_sentence_186	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_186	79	86	111	118	False	210	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tuppána narroa-da tuppono mini, o ai pab'ija ta Paulus, alla babosa, tamasea merab o ṣai pana ta Deos, maspot a poetautat inni ta Deos, ṣo-o channumma alla maspot a poetautat inni choa bó, al-ál, a rio o tsjes.	
section_16_second_sermon_sentence_187	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_187	79	86	111	118	False	124	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli karri-dadaat ta Deos a babosa, machonṣar ribállen, sja marotul o ab'o Deos, marotul o autat inni ta Deos choa tsjes-oë.	
section_16_second_sermon_sentence_188	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_188	79	86	111	118	False	117	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maro innai ta Deos, innai choa bó, innai boesum, ṣo-o morich i boesum o babosa tamasea mautsiri ja lummido i ta Deos.	
section_16_second_sermon_sentence_189	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_189	79	86	111	118	False	196	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Na-a pal'o gagil imo, mamoribal inni odum o otsiri oa tsjes-oë, mamarotul i ta Deos, mamarotul o choa bó, mamarotul o chachad i boesum, sja alli pittau o gagil, ṣo-o poetautat inni ta Deos imonoë.	
section_16_second_sermon_sentence_190	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_190	79	86	111	118	False	341	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ṣai malod o choa ranied imoa ta Deos, machaddik ja imo, alla tummoach ṣo-o patál'o choa boa; sja alli machi'o auri-edda, sja madaddo pacheoach pau'icho-ṣar, alla maborr'icho-noë annách, mamachonsar o tállochon choa rais i babó imoa, mamarior imoa inni morich o mini chachalt o kakossi, ṣo-o aii-jor a morich o mini chachalt o chau i gehenna.	
section_16_second_sermon_sentence_191	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_191	79	86	111	118	False	124	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Inau decho hai machon-ṣar molappa joa tsjes-oë, hai machon-ṣar mautsiri maibas o loan a binnan o bonna, o ai marotul o ṣaan.	
section_16_second_sermon_sentence_192	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_192	79	86	111	118	False	107	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tuppána, babosa ja imo; imo paga tsjes a ṣaan, alla miall'o Airien inni choa tataap, ṣo-o ṣummad'i ta Deos.	
section_16_second_sermon_sentence_193	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_193	79	86	111	118	False	123	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Abanni ja imo choa ranied channumma, o ai maibas o tattorroddauron, alla tatummorrod a chaddik, ṣo-o madarram o gagil icho.	
section_16_second_sermon_sentence_194	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_194	79	86	111	118	False	27	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tomm'ija Deos o gagil o ai?	
section_16_second_sermon_sentence_195	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_195	79	86	111	118	False	101	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ja maddobor o pachip o choa ranied ta Deos, ṣo-o pattas o tatschier o choa boa, alla namo mamadarram.	
section_16_second_sermon_sentence_196	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_196	79	86	111	118	False	9	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Icho-noë?	
section_16_second_sermon_sentence_197	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_197	79	86	111	118	False	102	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mai, e-ílla-na, depa moa ummior o autat oa tsjes-oë, hai poetat o joa tsjes charri o tatschier o Deos.	
section_16_second_sermon_sentence_198	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_198	79	86	111	118	False	42	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli tummaap o ḡá o Deos ma-audum a tsjes.	
section_16_second_sermon_sentence_199	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_199	79	86	111	118	False	43	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chodd'o ranied o Deos, aṣinia o choa atite.	
section_16_second_sermon_sentence_200	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_200	79	86	111	118	False	35	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		I-jorra o kakirrich kabinido-an ai.	
section_16_second_sermon_sentence_201	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_201	79	86	111	118	False	163	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Oetautattana inni o tamau, inni ta sjiem, ṣo-o inni ta Auchar-ech; nattaṣar a gagil o Deos inni natorroada boa, ṣo-o natorroa-da boa inni natta-ṣar a gagil o Deos.	
section_16_second_sermon_sentence_202	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_202	79	86	111	118	False	62	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Abá, alla maunionis natorroa-da boa, allipa natorroa Deos-ṣar.	
section_16_second_sermon_sentence_203	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_203	79	86	111	118	False	94	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paḡaḡa maunis a ḡá o tamau, paḡaḡa maunis a ḡa o ta sjiem, paḡaḡa maunis a ḡa o ta Auchar-ech.	
section_16_second_sermon_sentence_204	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_204	79	86	111	118	False	204	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paḡaḡa maunis a airab o tamau, paḡaḡa maunis a airab o ta sjiem, paḡaḡa maunis a airab o ta Auchar-ech, paḡaḡa maunis a barr'o tamau, paḡaḡa maunis a barr'o ta sjiem, paḡaḡa maunis a barr'o ta Auchar-ech.	
section_16_second_sermon_sentence_205	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_205	79	86	111	118	False	115	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paḡaḡa maunis a chachimit o tamau, paḡaḡa maunis a chachimit o ta sjiem, paḡaḡa maunis a chachimit o ta Auchar-ech.	
section_16_second_sermon_sentence_206	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_206	79	86	111	118	False	128	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maibas o tamau, masini ta sjiem, ta Auchar-ech rorró-no paga nattada ḡa o Deos, nattada airab, nattada barra, nattada chachimit.	
section_16_second_sermon_sentence_207	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_207	79	86	111	118	False	70	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Marummo ḡa o Deos inni o tamau, inni ta sjiem, ṣo-o inni ta Aucharech.	
section_16_second_sermon_sentence_208	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_208	79	86	111	118	False	160	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini-ṣar o tamau paga gagil o Deos, ta sjiem paga gagil o Deos, ta Auchar-ech paga gagil o Deos, ṣo-o nattorroa decho alli boddo maso paga a natta-ṣar a Deos.	
section_16_second_sermon_sentence_209	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_209	79	86	111	118	False	143	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maibas pala ta Johannes aran o Jesu Christi; paga natorroa inni boesum, o tamau, ta ranied, a ta Auchar-ech, ṣo-o natorro'o mini paga natta-da.	
section_16_second_sermon_sentence_210	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_210	79	86	111	118	False	87	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini machó ta sjiem-ech, moa poetautat inni Deos, oetautatta inni na-a boa channumma.	
section_16_second_sermon_sentence_211	16	Second Sermon: 1 Timothy ii. 5	sermon_sentence	sentence_211	79	86	111	118	False	142	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mai, alla na-a poṣisi o ranied, maibas pineṣas'ina, paga natta-ṣar a Deos, maunis o ai chachimit o tapos, a barra, ṣo-o adas, taulaulan; Amen.	
section_17_third_sermon_sentence_001	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_001	86	91	118	123	False	24	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		A Ukattan a ma-akakriél.	
section_17_third_sermon_sentence_002	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_002	86	91	118	123	False	179	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ta Deos minerien o babosa mabada ṣaan, ṣo-o alappoon ja morra pana boesum ai, alla decho mamiall'o a-lá o boesum, ṣo-o ṣaṣummad'i ta Deos o ma-acharrieb, o ai ṣummos'i boesum-ech.	
section_17_third_sermon_sentence_003	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_003	86	91	118	123	False	69	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Allipa ja talan icho inni isas o bogṣar, inau tsjes o auchos ta Deos.	
section_17_third_sermon_sentence_004	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_004	86	91	118	123	False	98	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Torro maspot a ṣummad'i ta Deos o autat o tsjes-ṣar; torroa ṣaan a tattuppa maspot a tummaap icho.	
section_17_third_sermon_sentence_005	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_005	86	91	118	123	False	200	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maibas pab'ija ta Apostel Paulus aran o Jesu Christi inni cho'atite o miniṣar: tamasea ṣai pana ta Deos, maspot a poetautat alla paḡa icho-ṣar, ṣo-o alla paḡa ma-achachad o chono ai kaṣummad'icho-noë.	
section_17_third_sermon_sentence_006	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_006	86	91	118	123	False	104	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Itá, sja torro mai pana ta Deos, sja merab o ṣummad'o gagil icho torro maspot a poetautat inni choa boa.	
section_17_third_sermon_sentence_007	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_007	86	91	118	123	False	32	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maspot a poetautat inni choa bó.	
section_17_third_sermon_sentence_008	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_008	86	91	118	123	False	111	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Torro maspot a poetautat alla gagil paga icho-ṣar, alla chummad, ṣo-o mabono tapos chono ai, kaṣummad'icho-noë.	
section_17_third_sermon_sentence_009	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_009	86	91	118	123	False	32	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tamasea ṣai pana ta Deos, machó.	
section_17_third_sermon_sentence_010	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_010	86	91	118	123	False	94	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maibas o babosa ṣai pana ta Deos, masini channumma ta Deos ṣai pana babosa, ṣo-o karri-dadaat.	
section_17_third_sermon_sentence_011	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_011	86	91	118	123	False	78	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Moeda babosa ṣai pana ta Deos, ja mababat o aṣiel-ṣar, alla dummaat i ta Deos?	
section_17_third_sermon_sentence_012	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_012	86	91	118	123	False	6	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maini.	
section_17_third_sermon_sentence_013	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_013	86	91	118	123	False	87	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli dummaat icho-noë bog a boa, inau tsjes o auchos ta Deos, o ai pa itan pa ṣiddo-on.	
section_17_third_sermon_sentence_014	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_014	86	91	118	123	False	75	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tamasea merab o ṣai pana ta Deos, maspot a ummallappono tsjes pau'icho-ṣar.	
section_17_third_sermon_sentence_015	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_015	86	91	118	123	False	196	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paga tsjes o auchos ta Deos, ṣo-o tamau o tsjes ai, tamasea pinaisas'o torroa tsjes-oë ani pesasa, ka bao inerienṣar o babosá, ṣo-o acho kinummossi, madarram i ta Deos, ṣo-o maukat par'icho tsjes.	
section_17_third_sermon_sentence_016	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_016	86	91	118	123	False	45	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Kasag-á kinummossi inni ta Adam torroa tsjes.	
section_17_third_sermon_sentence_017	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_017	86	91	118	123	False	216	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Innai kakossi tsinummoach o maunis a airab, innai maunis a airab ázjies o Deos, innai ázjies ikkil o Deos, innai ikkil auri-edd'o ta Deos, innai auri-edda au-ach o Deos, innai au-ach ma-audum a tsjes o otsiri o Deos.	
section_17_third_sermon_sentence_018	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_018	86	91	118	123	False	158	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini riballen inau kakossi ta Deos a babosa, tamasea marorro ani pesasa; minori-edda ja tsjes i ta Deos cho'Airien, ṣo-o kaminatis o áb'o ṣaan, o áb'o Deos.	
section_17_third_sermon_sentence_019	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_019	86	91	118	123	False	147	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Innainumma ummior all'ababád o babosa pana ta Deos paga acheoach o tsjes pana choa aisasa ja cho'Airien, innai tamasea minobe ma-auri-eddada tsjes.	
section_17_third_sermon_sentence_020	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_020	86	91	118	123	False	158	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maspot a mabá taulan o pia, alla babos'o ai mautsiri o gagil o Deos, ṣo-o channumma mikkil o choa rais inau kakossi ka-ilen-ṣar maunis o mababat pana ta Deos.	
section_17_third_sermon_sentence_021	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_021	86	91	118	123	False	115	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Makapos a tsjes ai alli miall'i ta Deos inni choa tataap, mautsiri o cho'Airien, mautsiri o tarran ai pana ta Deos.	
section_17_third_sermon_sentence_022	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_022	86	91	118	123	False	306	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Torro babos'alli meaab o ṣummad'i ta Deos, alli meaab o mai pan'ichoṣar, molapp'ija patapos, ṣo-o ummior o autat o baak; maibas o ma-aijaab ta David rummé o otsiri o cho: ta Deos macho innai boesum minitirpono sisjiem o babosa, sja charri o cho macheer a tsjes, o ai ṣummad'i ta Deos: minolapp'ija patapos.	
section_17_third_sermon_sentence_023	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_023	86	91	118	123	False	49	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paga choa tattuppa tapos: pagaga ta Deos chaddai.	
section_17_third_sermon_sentence_024	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_024	86	91	118	123	False	202	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Inau micho ta Deos ani pesasa maddobor o pab'o choa boa, ṣo-o patorrod inni choa ranied kabinidoan, inninumm'icho pinattas o choa maunis a ḡa, pakaukau ṣo-o palod o babos'alla ṣai pacheoach pan'ichoṣar.	
section_17_third_sermon_sentence_025	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_025	86	91	118	123	False	390	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Gagil ta Deos meaab o ṣummad'o babosa, meaab o ṣai pana torro boa, pait'o tarran, tummono choa rima, alla pa-i-jor i namo pana choa boa, maibas palaṣar inni ta ma-aijaab Esaias; katalan ja ina machó, innai chono ai paḡa chinummod innai ina-e, katalan ja ina innai chono ai paḡa ṣinummad'ina: ṣo-o o chono ai, paḡa minarach o na-a naan, pinala ja ina: itá, insini ja ina, itá, insini ja ina.	
section_17_third_sermon_sentence_026	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_026	86	91	118	123	False	67	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini aloddan, ṣo-o maibas kattoon o babosa ṣai icho pana ta Deos.	
section_17_third_sermon_sentence_027	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_027	86	91	118	123	False	123	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Kasjabaan ta Deos channumma ṣai pana babosa, michoṣar a pattite, tummoach o tsjes, dummaat o babos'o choa bó, al-ál, a rió.	
section_17_third_sermon_sentence_028	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_028	86	91	118	123	False	156	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ka ochal paita moeda babosa ṣai pana ta Deos, assánman-a na'-a-ummillaḡ o narroa tuppono ai ta Apostel Paulus paatsikap o chono ai merab o ṣai pana ta Deos.	
section_17_third_sermon_sentence_029	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_029	86	91	118	123	False	127	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tamasea ṣai pana ta Deos machó, maspot a poetautat alla paga ichoṣar, ṣo-o alla paga ma-achachád o chono ai, kaṣummad'icho-noë.	
section_17_third_sermon_sentence_030	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_030	86	91	118	123	False	75	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Kapesasa, matsikap o chono ai kaṣai pana ta Deos, poetautat alla paga Deos.	
section_17_third_sermon_sentence_031	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_031	86	91	118	123	False	96	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Gagil o micho; oedan, sja torro marmimi, ja lummido i ta Deos, moeda mamai ja torro pan'ichoṣar?	
section_17_third_sermon_sentence_032	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_032	86	91	118	123	False	103	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Sja alli kamachaggi ṣo-o pittau o gagil i ta Deos, papaga baakṣar torroa autat, annoḡḡonoḡḡo a ai-acha.	
section_17_third_sermon_sentence_033	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_033	86	91	118	123	False	121	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tuppono pesas'o mini, alla paga Deos, na-a mineaab o paba innai ranied, ṣo-o al'o ta Paulus o mini, paga nattaṣar a Deos.	
section_17_third_sermon_sentence_034	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_034	86	91	118	123	False	51	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ja achai pittau o gagil, ja machonṣar marmimi imoa?	
section_17_third_sermon_sentence_035	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_035	86	91	118	123	False	121	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chodd'o tapos o tataap o mini, tataap o boesum, o ta, a abas, ja alli pakaulcau alla paga Deos, ja alli pait'ocho'Airien?	
section_17_third_sermon_sentence_036	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_036	86	91	118	123	False	97	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Chodd'oa maunis oa tsjes; ja alli patorrod o choa isas, choa ab'o ṣaan ta Deos inni torroa tsjes?	
section_17_third_sermon_sentence_037	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_037	86	91	118	123	False	45	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		O ai minerien ṣo-o pinaal-lá o mini tapos ai.	
section_17_third_sermon_sentence_038	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_038	86	91	118	123	False	80	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Pagatomma itan choa aba ṣo-o barra, pagaga aban chaddai, tomm'ija Airien o mini.	
section_17_third_sermon_sentence_039	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_039	86	91	118	123	False	177	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Kapapoetautach-ṣar o Auchos ma-acharrieb Airien o ai, sja alli pinachip o choa ranied ta Deos, sja inni choa atite kabinidoan anibaas alli pinattas o tatschier o choa micho boa.	
section_17_third_sermon_sentence_040	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_040	86	91	118	123	False	544	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini-ṣar ḡa o Deos o ma-acharrieb ipatorrod inni choa ranied kabinidoan, maibas inni tattorroddauro-no, alla torro mamialla, ṣo-o mamadarram o gagil icho; o ai pinab'o choa boa, ṣo-o minaunis-oala, alla choa ḡa, paga ḡa o tsjesṣar, o ai alli moribal, pa aisasa, pa ṣisi-ech kummasjies a mato, pa ṣies o choa boa, kummasjies a maba-da ṣaan, a mario, machijmchimit a tsjes, kamabarr'ija tapos o ai, Airien o boesum, o ta, a abas, o ai inni natorroa-da boa paga natta-ṣar a Deos, o tamau, ta sjiem, ṣo-o ta auchar o ma-áchimit, ta Spirito Santo.	
section_17_third_sermon_sentence_041	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_041	86	91	118	123	False	39	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mai, ja chummod imoa, numm'ija ta Deos?	
section_17_third_sermon_sentence_042	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_042	86	91	118	123	False	118	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Abá, alla tsjes o auchos icho, choa ḡa gagil ḡa o tsjes, o ai alli rorró-no aarpanni innai bog a tsjes mabas o babosa.	
section_17_third_sermon_sentence_043	17	Third Sermon: Hebrews xi. 6	sermon_sentence	sentence_043	86	91	118	123	False	152	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Innainumma ummior, alla pa itan, pa ṣiddo-on, pa adonṣar choa ḡa, mabas o bog-ṣar, alla patassaban, pa taḡḡoḡon, pa man, micham, ṣummarra, mababat icho.	
