language,ilrdf_headword,branch_sentence_id,sentence
Saisiyat,biʼi: ,Saisiyat_1225,siya mam biʼi: ʼiniman.
Saisiyat,boSiyaʼ,Saisiyat_1237,hini hayzaʼ ka boSiyaʼ ray ʼoesoʼ ʼi:zoʼ.
Saisiyat,boSiyaʼ,Saisiyat_1238,kakhayzaʼan korkoring somiʼael ka boSiyaʼ.
Saisiyat,boSiyaʼ,Saisiyat_1239,ray pinatiyay hayzaʼ ka boSiyaʼ pinamowaʼ.
Saisiyat,boSoS,Saisiyat_1240,boSoS kayzaeh Sipamowaʼ ka kaeʼniw.
Saisiyat,boSok,Saisiyat_1241,siya rimaʼ raeraeʼoe: lobih boSok ila.
Saisiyat,boSok,Saisiyat_1242,ngangilaehan ka kinmaeʼiyaehan hi ʼobay boSok ila.
Saisiyat,boboway,Saisiyat_1245,hiza ʼa:im hayzaʼ ila ka boboway.
Saisiyat,boboway,Saisiyat_1246,sitaew hayzaʼ ila ka boboway.
Saisiyat,boehiʼ,Saisiyat_1250,boehiʼ pongaeh bolalasan kayzaeh kitaʼen.
Saisiyat,boelboeloeʼ,Saisiyat_1252,ʼiziʼ boelboeloeʼ ka sae:paeʼ!
Saisiyat,boeloeʼ,Saisiyat_1256,boeloeʼ ka ʼima ʼaewhay!
Saisiyat,boeloeʼ,Saisiyat_1259,siya boeloeʼ ka tatpoʼ ray ra:iʼ.
Saisiyat,boeloeʼani,Saisiyat_1261,"hini pazay ʼiziʼ boeloeʼani, ʼaSkan tatabo: ka ʼaehoeʼ."
Saisiyat,boeʼoel,Saisiyat_1262,ʼaehoeʼ komotkot ka boeʼoel.
Saisiyat,boeʼoelboeʼoelan,Saisiyat_1264,Soʼo ʼampowaʼ kitaʼen boeʼoelboeʼoelan?
Saisiyat,boka:,Saisiyat_1266,boka: hiza ka taewʼan!
Saisiyat,boka:en,Saisiyat_1267,hini saksaka: ʼokay ʼesʼes noka ba:yoS boka:en ila.
Saisiyat,bolaken,Saisiyat_1272,tawtaw maʼan bolaken ka kowis ila.
Saisiyat,bolalasan,Saisiyat_1275,ya:o mariʼ ka kin bolalasan.
Saisiyat,bolalasan,Saisiyat_1276,ʼinsiyaʼa katiSkina:atan ʼima bolalasan.
Saisiyat,bolboliʼ,Saisiyat_1279,minpongaeh ila ka bolboliʼ.
Saisiyat,bolo:,Saisiyat_1282,kaSikiʼoesʼoesoʼan ʼayam noka hipoʼ a kakrangiʼan koSaʼen bolo:.
Saisiyat,bonaz,Saisiyat_1284,ray ba:laʼ bonaz kayzaeh Sitaewʼan.
Saisiyat,bonbon,Saisiyat_1287,bonbon biyaeʼ sinʼelan ngalpaeʼ.
Saisiyat,bongo:,Saisiyat_1288,noka bongo: a boway hapis waʼisan mowa:iʼ somiʼael.
Saisiyat,bori:,Saisiyat_1289,hini ʼan noka kanoʼ a bori:?
Saisiyat,bori:,Saisiyat_1291,hini ʼayam hahi:il ka bori:.
Saisiyat,bosah,Saisiyat_1295,katin So: SayboSi: ila ʼilaS bosah ila.
Saisiyat,bosik,Saisiyat_1296,siya bosik ka ʼiʼis ni ʼoyaʼ ʼangangen.
Saisiyat,botbotol,Saisiyat_1297,haysani botbotol Sinrahoeʼ ha:aw kilapa: ʼima rowaSek.
Saisiyat,bosoeʼ,Saisiyat_1300,So: ʼokaʼ ka bosoeʼ ʼokik kamamanra:an.
Saisiyat,botoeʼ,Saisiyat_1306,yabaʼ rimaʼ botoeʼ ka kaehoy.
Saisiyat,botol,Saisiyat_1309,ni mamaʼ rinakep botol Sopanen ray taewʼan.
Saisiyat,botol,Saisiyat_1310,botol kayzaeh ay siʼaelen?
Saisiyat,botot,Saisiyat_1312,botot ʼima Somakap ray ra:iʼ kozaʼ kin kayzaeh kitaʼen!
Saisiyat,bowa:,Saisiyat_1313,bowa: noka kamamanra:an a raro:oʼ.
Saisiyat,bowaeh,Saisiyat_1314,kakhayzaʼan tatiniʼ hayzaʼ bowaeh ka nepen kaspengan.
Saisiyat,boway,Saisiyat_1317,niSoʼ lapowar hayzaʼ ila ay ka boway?
Saisiyat,boway,Saisiyat_1319,boway noka talor pezngesan o ʼinʼinaroʼan.
Saisiyat,boyaʼ,Saisiyat_1323,"ʼaʼibay, katoerhoer, babnal koSaʼen boyaʼ saboeh."
Saisiyat,bozbozos,Saisiyat_1324,ya:o hini ʼaehaeʼ ʼilaS ʼima bozbozos.
Saisiyat,bozos,Saisiyat_1325,korkoring somiʼael ka ʼima ʼaewhay bozos ila.
Saisiyat,bozo:,Saisiyat_1326,bozo: kitaʼen pezngesan ila maʼ kayzaeh ila siʼaelen.
Saisiyat,bozo:,Saisiyat_1327,yako minowaʼ somiʼael ka bozo:.
Saisiyat,ha:aw,Saisiyat_1328,ʼaeʼaew ha:aw ila kilapa:.
Saisiyat,ha:ih,Saisiyat_1336,ʼokaʼ kasiʼaelen rokol siʼaelen ha:ih tatimaeʼ.
Saisiyat,ha:ong,Saisiyat_1344,Soʼo ʼokay bazaeʼ ha:ong hi yabaʼ niSoʼ!
Saisiyat,ha:ongen,Saisiyat_1345,"kalih tomilhaehael hi ʼaroʼ, ʼisa:aʼ kalih ha:ongen ila ni ʼaroʼ."
Saisiyat,ha:ʼez,Saisiyat_1349,yako kaskesen ha:ʼez ka kaSlar.
Saisiyat,haSab,Saisiyat_1350,noka korkoring siniʼael hahi:il ka haSab.
Saisiyat,haSab,Saisiyat_1351,ti:iS ka haSab niSoʼ!
Saisiyat,haSon,Saisiyat_1353,haSon kanoʼ mam homngas?
Saisiyat,haSaʼ,Saisiyat_1354,siya ʼokay kiSka:at haSaʼ koma:at ka kina:at.
Saisiyat,haba:,Saisiyat_1355,kakhayzaʼan hayzaʼ ka karkarang ʼima honay haba: Sin ta:inin.
Saisiyat,haba:an,Saisiyat_1358,haba:an ʼabeʼ ba:yoS .
Saisiyat,haba:iʼ,Saisiyat_1362,So: ʼokay haba:iʼ rikrika: mina!
Saisiyat,haba:iʼin,Saisiyat_1364,kaehoy haba:iʼin naka ʼam malbel kitaʼen.
Saisiyat,habaeh,Saisiyat_1366,"hiza kaehoy ʼakoey ka pangaʼ, Saʼila habaeh sowitiʼ!"
Saisiyat,habaehen,Saisiyat_1368,maʼan kaehoy habaehen kayzaeh ila ka sinʼel.
Saisiyat,habaehen,Saisiyat_1369,kaehoy habaehen ʼokaʼ ila ka pangaʼ.
Saisiyat,habaehen,Saisiyat_1370,kayba:en So: ʼokay habaehen kasʼoehaez ka basang.
Saisiyat,habaehen,Saisiyat_1371,ni kokoʼ monhae:aeʼ ila ka hinabaeh maʼan habaehen.
Saisiyat,habak,Saisiyat_1372,hiza habak ʼi:zoʼ hayzaʼ ka tolil.
Saisiyat,habiS,Saisiyat_1375,kakhayzaʼan tatiniʼ noka habiS kemsem ka pazay.
Saisiyat,haboeh,Saisiyat_1378,haboeh wahoer koSaʼen ʼatomoʼ.
Saisiyat,habiyalan,Saisiyat_1379,hiza hayzaʼ ʼima habiyalan ka pongaeh.
Saisiyat,habon,Saisiyat_1381,"yako pakoSaʼ ka habon, ʼiziʼ papaSoS siya!"
Saisiyat,hae:ar,Saisiyat_1386,kitaʼ! hiza hae:ar kin mowahil.
Saisiyat,hae:eng,Saisiyat_1387,noka hae:eng a tenten kayzaeh Sipahiyoʼ.
Saisiyat,haeShaeS,Saisiyat_1396,ʼiziʼ paka:as ka haeShaeS .
Saisiyat,haeha:oʼ,Saisiyat_1403,Soʼo haeha:oʼ rini ka kapapamaʼan.
Saisiyat,haehaepis,Saisiyat_1405,"ʼitaʼ roSaʼ haehaepis, Soʼo haepis ʼiyakin, yako tahaepis ʼiSoʼon."
Saisiyat,haelhael,Saisiyat_1406,korkoring So: homSoS haelhael sowitiʼ ka taʼoeloeh.
Saisiyat,haepis,Saisiyat_1408,haepis maʼan ka ʼaba:aʼ!
Saisiyat,haeʼhaeʼ,Saisiyat_1410,hini hayzaʼ haeʼhaeʼ ka rokol.
Saisiyat,haha:ih,Saisiyat_1414,haha:ih ka kanoʼ ila!
Saisiyat,haha:ih,Saisiyat_1415,moyo ʼampowaʼ haha:ih?
Saisiyat,haha:ok,Saisiyat_1418,halehez ʼakoey ka haha:ok.
Saisiyat,haha:ong,Saisiyat_1419,So: hiyaʼ ʼina maʼoeʼoeʼ ila maʼ haha:ong ila.
Saisiyat,haha:ʼez,Saisiyat_1421,yako nom mayaka:iʼ haha:ʼez ila.
Saisiyat,hahaba:,Saisiyat_1422,hahaba: sinʼelan nak ra:maʼ.
Saisiyat,hahabaeh,Saisiyat_1423,niSoʼ kayba:en hahabaeh monhae:aeʼ ila.
Saisiyat,hahakaS,Saisiyat_1425,moyo ʼiziʼ i hahakaS.
Saisiyat,hahakoʼ,Saisiyat_1426,hini hahakoʼ ʼan minatiniʼ maʼan a.
Saisiyat,hahangaeʼ,Saisiyat_1427,Saʼila SowaS ka hahangaeʼ niSoʼ.
Saisiyat,hahangaw,Saisiyat_1428,be:ay ʼiyakin ka hahangaw ka kaSnaʼitol ray sinakeban.
Saisiyat,hahangih,Saisiyat_1430,"Sipasay ni ʼoyaʼ, lasiya hahangih ila."
Saisiyat,hahazab,Saisiyat_1431,ray sinsangan ʼakoey ka ʼima ʼokik hinghaʼ hahazab.
Saisiyat,hahazab,Saisiyat_1432,yako noka hahazab somiʼael ka boway.
Saisiyat,hahepot,Saisiyat_1436,hini binbiniSitan hahepot haynoʼ ila?
Saisiyat,hahi:il,Saisiyat_1437,"rareme:an hahi:il ka rareme:, ʼisa:aʼ koSaʼen rareme:an."
Saisiyat,hahi:il,Saisiyat_1438,hini ʼaehaeʼ taewʼan hahi:il ka minkoringan.
Saisiyat,hahila:,Saisiyat_1442,kaysaʼan hahila: tiSʼaʼiʼ a tomal.
Saisiyat,hahiliʼhiliʼ,Saisiyat_1471,niSoʼ pinamaʼ ʼampowaʼ hahiliʼhiliʼ?
Saisiyat,hahiwaʼ,Saisiyat_1476,hahiwaʼ nom kinmaeh ka kaehoy.
Saisiyat,hahiwaʼ,Saisiyat_1477,"hini ʼima ʼolʼolaeʼan ka hahiwaʼ nom kipazay, hiza ʼima sopaloy nom kinkaehoy."
Saisiyat,hahiwaʼ,Saisiyat_1479,hini hahiwaʼ nom homiwaʼ ka kaehoy.
Saisiyat,hahiyop,Saisiyat_1481,ʼamʼamoeh mariʼ ka hahiyop hiyop ka hapoy.
Saisiyat,hahka:aw,Saisiyat_1482,siya ngizoʼ Sipanhae:aeʼen ka hahka:aw.
Saisiyat,hahli:,Saisiyat_1483,ʼiziʼ hahli: ka talka:.
Saisiyat,hahoer,Saisiyat_1492,"hini koko:ol babaw koSaʼen rareme:an, mowa:iʼ rini hahoer koSaʼen lala:iʼ ila."
Saisiyat,haholaʼ,Saisiyat_1493,ʼamiSan hayzaʼ ka haholaʼ.
Saisiyat,hahopil,Saisiyat_1499,"So: Soʼo kayniʼ, maʼan hahopil ila o!"
Saisiyat,hahoway,Saisiyat_1504,niSoʼ hahoway haynoʼ ila?
Saisiyat,hakaS,Saisiyat_1508,ʼiziʼ hakaS ka maeʼiyaeh!
Saisiyat,hakak,Saisiyat_1510,ni ʼoyaʼ tinalek rokol ʼokay hakak.
Saisiyat,hakamaʼ,Saisiyat_1515,ʼiziʼ hakamaʼ ray ra:iʼ!
Saisiyat,hakamaʼen,Saisiyat_1516,maʼan himaʼ hakamaʼen noka SibSiba:iʼ kaksis a tomalan.
Saisiyat,hakoʼ ,Saisiyat_1521,ray ʼoesʼoesoʼan ʼakoey ka hakoʼ.
Saisiyat,hakoʼ ,Saisiyat_1522,"bakiʼ komoSaʼ, hakoʼ So: homngas ʼisa:aʼ ʼam ʼomoral ila."
Saisiyat,hakoʼ ,Saisiyat_1524,hiza sabsaboeh hakoʼ ʼiniman!
Saisiyat,halapaw,Saisiyat_1529,ʼinmanaʼa kapakselan ray halapaw.
Saisiyat,halapaw,Saisiyat_1530,maʼan halapaw ʼi:zoʼ hayzaʼ ka kina:at.
Saisiyat,halay,Saisiyat_1532,niSoʼ tatpoʼ halay ray binlengan.
Saisiyat,halay,Saisiyat_1533,halay ka tatpoʼ ray binlengan.
Saisiyat,halay,Saisiyat_1535,ʼoyaʼ tomrong ʼiyakin Saʼila paskayzaeh halay ka kayba:en.
Saisiyat,halayen,Saisiyat_1537,maʼan tatpoʼ halayen ray kaehoy babaw.
Saisiyat,haleb,Saisiyat_1538,haleb noka habon kasʼoehaez ila.
Saisiyat,haleb,Saisiyat_1539,hini haleb lalazem ki waloʼ kakiSka:atan.
Saisiyat,halhalisan,Saisiyat_1543,hini ʼoemaeh halhalisan saboeh.
Saisiyat,halis,Saisiyat_1544,"halis sinʼelan ʼolʼolaeʼan, siʼaelen ʼakoey ka pipis."
Saisiyat,haloeh,Saisiyat_1546,"haloeh kayzaeh paskayzaehen ka babotoeʼ, boway ʼokik kasiʼaelen."
Saisiyat,haloehan,Saisiyat_1548,"hini ra:an haloehan, manra:an ʼiyaʼazem."
Saisiyat,hames,Saisiyat_1551,hiza hames noka ʼasaz.
Saisiyat,hamez,Saisiyat_1553,hoʼol hamez sowitiʼ ki tataʼ tawbonen kayzaeh siʼaelen.
Saisiyat,hangal,Saisiyat_1555,Soʼo ʼinSaʼlaʼ hangal ka SiʼSiʼ lobih.
Saisiyat,hangih,Saisiyat_1557,ʼiziʼ hangih hiyaʼ koSaʼ kakoring!
Saisiyat,hangih,Saisiyat_1558,ʼiziʼ hangih ila!
Saisiyat,hangihen,Saisiyat_1560,ni ʼaway hangihen ʼoyaʼ minkakamoeh rimaʼ ʼomawpoʼ ila.
Saisiyat,hangra:,Saisiyat_1561,Saʼila hangra: ka tatimaeʼ!
Saisiyat,hangra:,Saisiyat_1562,"hangra: ka kohael pakʼasʼasay, kayzaeh ʼokik biSbiS ka tiyal."
Saisiyat,hangra:en,Saisiyat_1565,niSoʼ ʼin noka katin a bori: hangra:en ki kanoʼ?
Saisiyat,hanhan,Saisiyat_1566,So: hanhan ila taʼoSaʼ ila.
Saisiyat,hani,Saisiyat_1567,rayhil hani maʼan hinopil.
Saisiyat,hani,Saisiyat_1568,haynoʼ hani?
Saisiyat,hapaeh,Saisiyat_1573,Saʼila hapaeh ka porʼoeʼ.
Saisiyat,hapi:ih,Saisiyat_1577,"yako komoSaʼ ʼam rimaʼ rareme:an, hapi:ih ʼokay ʼoSaʼ."
Saisiyat,haseb,Saisiyat_1589,ʼaehaeʼ kaka:at haseb rayhil.
Saisiyat,haseng,Saisiyat_1594,hiza walwaloʼ ʼokay haseng ka maeʼiyaeh.
Saisiyat,hataS,Saisiyat_1598,"paStaʼay ʼam potngor ila, yami ʼam rimaʼ homataS ka hataS."
Saisiyat,hataSen,Saisiyat_1600,niSoʼ rini hataSen kapowaʼen?
Saisiyat,hatak,Saisiyat_1601,hini ʼaehaeʼ ʼaehoeʼ kayzaeh ʼokay hatak ka maeʼiyaeh.
Saisiyat,hataʼ,Saisiyat_1602,niSoʼ hataʼ pakʼibabaw sowitiʼ.
Saisiyat,hataken,Saisiyat_1603,pazaʼ hataken noka ʼaehoeʼ homangih ila.
Saisiyat,hato,Saisiyat_1605,hato kaehoy babaw hayzaʼ ka ba:sok.
Saisiyat,hawaeh,Saisiyat_1609,ʼiziʼ hawaeh ka hinohaes! waʼisan ka ba:iʼ.
Saisiyat,hawaeh,Saisiyat_1610,Saʼ ila hawaeh ka hinohaes !
Saisiyat,hawar,Saisiyat_1614,hawar sowitiʼ ka hinokoʼ!
Saisiyat,hawaw,Saisiyat_1615,hini rararomaehan ʼakoey ka hawaw.
Saisiyat,hawaw,Saisiyat_1616,ʼoyaʼ mariʼ ka hawaw Somawik ka korkoring.
Saisiyat,hawhawkaʼ,Saisiyat_1618,yako rengreng hawhawkaʼ ka rayhil.
Saisiyat,hawhawkaʼ,Saisiyat_1619,tata:aʼ sisiyap Sinpan hawhawkaʼ ra:amen noka kakmo:ok siʼaelen ila.
Saisiyat,hawkaʼ,Saisiyat_1620,"maʼan kina:at ʼinaSkan rini, ʼampowaʼ ila hawkaʼ?"
Saisiyat,hayawan,Saisiyat_1621,kaysaʼan ʼaehaeʼ hahila: hayawan paSbakiʼ.
Saisiyat,hayayoʼ,Saisiyat_1626,niSoʼ pinamowaʼ pongaeh hayayoʼ ila noka hahila:.
Saisiyat,hayayoʼ,Saisiyat_1627,hini pongaeh ʼokay poralomi ʼam hayayoʼ ila tabin masay.
Saisiyat,hayhaynoʼ,Saisiyat_1628,niSoʼ ʼoemaeh hayhaynoʼ?
Saisiyat,hayhaynoʼ,Saisiyat_1629,maeʼiyaeh hayhaynoʼ ila kin ʼaliman?
Saisiyat,hayhayoʼ,Saisiyat_1630,pitʼazaʼ ʼaehaeʼ hahila: ʼiziʼ ʼoSaʼ hayhayoʼ ka hinbetel.
Saisiyat,hayhayoʼ,Saisiyat_1631,ʼaʼowaz potngor ila ʼiziʼ hayhayoʼ ka hinbetel.
Saisiyat,hayhayoʼen,Saisiyat_1632,ni ʼoyaʼ ka porʼoeʼ hebelen hayhayoʼen kayzaeh kaʼomaSen.
Saisiyat,haynoʼ,Saisiyat_1633,haynoʼ ʼaehaeʼ korkoring ʼinSoʼoʼa?
Saisiyat,haynoʼ,Saisiyat_1634,Soʼo haynoʼ?
Saisiyat,haynoʼ,Saisiyat_1635,hini haynoʼ?
Saisiyat,hayoʼ,Saisiyat_1640,pongaeh hebelen honha:iʼ hayoʼ Saʼ.
Saisiyat,hayoʼen,Saisiyat_1641,ni ʼoyaʼ ʼaewpir hayoʼen ray kalhib.
Saisiyat,haysiya,Saisiyat_1651,Soʼo haysiya ay ʼam kiSka:at?
Saisiyat,haysiya,Saisiyat_1652,niSoʼ ʼoyaʼ ki yabaʼ haysiya ay?
Saisiyat,hayzaʼ,Saisiyat_1654,yako hayzaʼ ka ʼaehaeʼ minatiniʼ ki roSaʼ minaytiʼ.
Saisiyat,hazab,Saisiyat_1657,"hahazab ʼiyoʼ , hazab ray ʼapaeh!"
Saisiyat,hazab,Saisiyat_1658,ʼiziʼ hazab ka maeʼiyaeh o!
Saisiyat,hazaben,Saisiyat_1660,siya hazaben noka raroemaeh mowa:iʼ ila ka ramoʼ.
Saisiyat,hazihin,Saisiyat_1661,nasiya kabkabaehae: So: mariʼin hazihin ka ʼaeʼaz.
Saisiyat,hazih,Saisiyat_1662,Saʼila hazih ka hiza ʼoeboeh!
Saisiyat,hazih,Saisiyat_1663,ʼiziʼ hazih ka ʼoeboeh noka tata:aʼ.
Saisiyat,haʼa:ap,Saisiyat_1664,niSoʼ pangih haʼa:ap ila ʼam kayzaeh ila.
Saisiyat,haʼzawan,Saisiyat_1667,Soʼo tikamaʼen haʼzawan bazaeʼen.
Saisiyat,haʼzawan,Saisiyat_1668,niSoʼ himaʼ ʼampowaʼ kin haʼzawan?
Saisiyat,hebel,Saisiyat_1670,ʼiziʼ hebel ka pinamowaʼ o!
Saisiyat,hebeng,Saisiyat_1674,hebeng ka ra:iʼ pakʼakoey sowitiʼ!
Saisiyat,hebelen,Saisiyat_1676,maʼan nepen ʼima kalkalaeh hebelen ila.
Saisiyat,hebengen,Saisiyat_1677,ʼaehoeʼ niyaʼom hebengen ray bonaz ʼam makakSiyaeʼ.
Saisiyat,hekeklaw,Saisiyat_1682,hekeklaw waʼisan ʼalikaeh ʼaeʼae:aew.
Saisiyat,heklaw,Saisiyat_1684,ka heklaw ʼangiS a tomalan.
Saisiyat,hemeken,Saisiyat_1687,tinalek ni ʼoyaʼ hemeken kayniʼ pasiʼael ka ngiyaw.
Saisiyat,hemek,Saisiyat_1688,"hini tatimaeʼ hemek noka biyaeʼ, ʼaewhay hayzaʼ ka nga:aw."
Saisiyat,hemʼer,Saisiyat_1690,"ʼokay heʼeri ʼam malbel, maʼan hemʼer ka pinamowaʼ ka kaehkaehoyan."
Saisiyat,hepot,Saisiyat_1692,hiza pinoSakan ʼiziʼ hepot naehan!
Saisiyat,herep,Saisiyat_1693,hiza maeʼiyaeh herep ila ʼokay heknak ila.
Saisiyat,hesʼezan,Saisiyat_1697,ray koko:ol hahi:il ka ʼima hesʼezan ka kaehoy.
Saisiyat,heʼer,Saisiyat_1708,heʼer noka hiza kaehoy!
Saisiyat,heʼer,Saisiyat_1709,ʼiziʼ heʼer noka batoʼ!
Saisiyat,hi,Saisiyat_1711,yako ʼam mobe:ay ka rayhil hi bakiʼ.
Saisiyat,hi:hi:hi:,Saisiyat_1722,ba:iʼ hi:hi:hi: kayzaeh bazaeʼen.
Saisiyat,hiSika:,Saisiyat_1723,tawtaw pinahila: hiSika: sowitiʼ!
Saisiyat,hiSon,Saisiyat_1726,hiSon kanoʼ mam kakoway?
Saisiyat,hiba:,Saisiyat_1729,hiba: ka kayba:en o kaysaʼan maskes a ta:an .
Saisiyat,hiba:en,Saisiyat_1730,maʼan kayba:en nisiya hiba:en ila.
Saisiyat,hiboʼ,Saisiyat_1731,ʼataw ʼana ʼokaʼ ka minkoringan maʼ ʼokay hiboʼ ka maeʼiyaeh.
Saisiyat,hiboʼen,Saisiyat_1732,wa:on hiboʼen ila noka Saypapa:aS.
Saisiyat,hihimiʼan,Saisiyat_1733,siya maeʼiyaeh hihimiʼan.
Saisiyat,hihimiʼan,Saisiyat_1734,Soʼo ʼampowaʼ hihimiʼan ʼokay paehrahrang?
Saisiyat,hikhikil,Saisiyat_1736,maʼan hikhikil kayngaehen noka ʼoesoʼ.
Saisiyat,hikis,Saisiyat_1738,ʼina kitngaʼngaʼ haepis ka hikis kayzaeh heklaʼ.
Saisiyat,hikor,Saisiyat_1740,niSoʼ hikor hayzaʼ ka maroʼ.
Saisiyat,hikor,Saisiyat_1742,tatango: kanSoʼ ray hikor.
Saisiyat,hikor,Saisiyat_1743,maʼan taewʼan hikor hayzaʼ ka ʼiyok pinamowaʼ.
Saisiyat,hikoʼ,Saisiyat_1745,"ray hikoʼ bangeS karpa:, kotihin haSaʼ biSbiS."
Saisiyat,hikoʼ,Saisiyat_1746,maʼan ʼima ʼiyapangih ka hikoʼ rikrika: o ma:riyaeʼ.
Saisiyat,hilok,Saisiyat_1758,hilok ʼakoey ka tateleng.
Saisiyat,hilʼawan,Saisiyat_1761,maʼan pinamaʼ hilʼawan ʼokik Silʼi:.
Saisiyat,hilʼawan,Saisiyat_1763,hini kabat kin hilʼawan.
Saisiyat,himaʼ,Saisiyat_1765,yako Sombet ka ʼaehoeʼ noka himaʼ.
Saisiyat,himiʼan,Saisiyat_1769,Soʼo ʼampowaʼ himiʼan nanaw?
Saisiyat,himiʼan,Saisiyat_1770,ʼampowaʼ Soʼo payaka:iʼin himiʼan ʼokay tiSkobae:oeh
Saisiyat,hinSayloʼ,Saisiyat_1772,bibi: ʼosa:en noka batoʼ ka taʼoeloeh hinSayloʼ maykonkonay ila.
Saisiyat,hinangra:,Saisiyat_1788,ni towanay wa:ay hinangra: kayzaeh ila kasiʼaelen.
Saisiyat,hinbaebaeʼaet,Saisiyat_1799,Soʼo ʼampowaʼ hinbaebaeʼaet ka ʼima manra:an?
Saisiyat,hinbaebaeʼaet,Saisiyat_1800,ʼiziʼ hinbaebaeʼaet ka ʼima manra:an!
Saisiyat,hinbaeʼaet,Saisiyat_1801,nisiya taewʼan hinbaeʼaet maʼ potngor ila.
Saisiyat,hinbasezan,Saisiyat_1802,"maʼan hinbasezan ray kilapa:, haysani ya:o ha:aw wahoer ʼam matawaw."
Saisiyat,hinghaʼ,Saisiyat_1812,nimon kinmaeʼiyaehan hinghaʼ kitaʼen.
Saisiyat,hinghaʼ,Saisiyat_1813,yami maraS ka ʼima hinghaʼ kaka:at.
Saisiyat,hiniwaʼ,Saisiyat_1852,hiza tata:aʼ maʼan hiniwaʼ ila!
Saisiyat,hiniyapaeʼzoʼ,Saisiyat_1853,siya hiniyapaeʼzoʼ maeʼiyaeh.
Saisiyat,hinmono:on,Saisiyat_1867,tabowil maʼan hinmono:on Sitimaeʼ.
Saisiyat,hinokoʼ,Saisiyat_1881,hiza hinokoʼ ʼakoey ka tatango:.
Saisiyat,hinolaʼ,Saisiyat_1882,maʼan hinolaʼ nonak ka waʼis.
Saisiyat,hinopil,Saisiyat_1884,maʼan kina:at hinopil hani.
Saisiyat,hinoroeʼ,Saisiyat_1889,ha:aw ray hinoroeʼ soʼiʼan ʼiziʼ ngowip pahiyoʼ.
Saisiyat,hintaboʼ,Saisiyat_1904,batoʼ hintaboʼ ila.
Saisiyat,hintaboʼ,Saisiyat_1905,ray koko:ol hintaboʼ ʼaehaeʼ ʼima sobae:oeh ka batoʼ.
Saisiyat,hintaʼoeloeh,Saisiyat_1908,hintaʼoeloeh ka hini tata:aʼ!
Saisiyat,hisiya,Saisiyat_1924,Soʼo Seklaʼ hisiya ay?
Saisiyat,hisʼalan,Saisiyat_1926,yako hayzaʼ ʼaehaeʼ ʼima hisʼalan ka kayba:en.
Saisiyat,hiwaʼ,Saisiyat_1931,yako homiwaʼ ka boway no saboeh kasiʼaelen.
Saisiyat,hiyaʼ,Saisiyat_1940,hini hiyaʼ?
Saisiyat,hiza,Saisiyat_1950,hiza kabih kayzaeh kitaʼen.
Saisiyat,hiza,Saisiyat_1951,hiza pongaeh kayzaeh kitaʼen.
Saisiyat,hiʼSiS,Saisiyat_1955,niSoʼ taʼoeloeh hahi:il ka hiʼSiS.
Saisiyat,hiʼowaS,Saisiyat_1956,"hini ra:an hiʼowaS a tomalan, balbalay panra:an."
Saisiyat,hiʼowaS,Saisiyat_1957,nisiya taewʼan hiʼowaS a tomalan.
Saisiyat,homakamaʼ,Saisiyat_2031,yako minoSaʼ ray pinatiyayan.
Saisiyat,homangra:,Saisiyat_2041,yabaʼ homangra: ka ʼoesizo: ʼokay ʼaSkan ka timoʼ.
Saisiyat,homawaeh,Saisiyat_2052,yako mowa:iʼ ray kakiSka:atan homawaeh ila ka hinohaes.
Saisiyat,homboeʼ,Saisiyat_2067,yako ba:ba:aw komitaʼ hi ʼoyaʼ maraS hi minaytiʼ kamamanra:an rimaʼ ray kaehoy pingiʼ homboeʼ.
Saisiyat,homilos,Saisiyat_2079,siya pa:siningo: homilos kitaʼen kayzaeh siʼaelen.
Saisiyat,homilos,Saisiyat_2080,yako homilos ka ʼiniyaʼzaw halehez ila.
Saisiyat,homiwaʼ,Saisiyat_2084,minaytiʼ kamanra:an mam homiwaʼ ka kaehoy.
Saisiyat,homorokoʼ,Saisiyat_2114,ʼampowaʼ lasiya ʼam kaSʼaboʼ ray kateSnenan homorokoʼ saboeh ?
Saisiyat,honay,Saisiyat_2132,hini kasaʼiʼan noka kabkabaehae: ʼiziʼ honay rini o!
Saisiyat,horoeʼ,Saisiyat_2177,hason hayzaʼ ʼaehaeʼ ʼima sobae:oeh ka horoeʼ.
Saisiyat,kaSpiʼ,Saisiyat_2492,kawhaenan maʼan ray ʼiniSpiʼ ka ʼima ʼawhay ka kaSpiʼ.
Saisiyat,kabilowiʼ,Saisiyat_2545,ʼaehaeʼ ka kabilowiʼ ray kaehoy babaw.
Saisiyat,kaehoy,Saisiyat_2586,siya noka kaehoy tomaewʼan.
Saisiyat,kaehoy,Saisiyat_2588,koko:ol hayzaʼ ʼakoey ka kaehoy.
Saisiyat,kaehoy,Saisiyat_2590,ʼoyaʼ ki towanay rimaʼ kaehoy ray ʼoesʼoesoʼan.
Saisiyat,kaeʼer,Saisiyat_2599,hiza ʼima raraehoeʼ o Silʼi: kaeʼer ni yabaʼ hiniwaʼ.
Saisiyat,kahiyaʼ,Saisiyat_2631,minaytiʼ kahiyaʼ minoSaʼ ray kakiSka:atan.
Saisiyat,kahos,Saisiyat_2641,kahos ʼiniman ka ralom karaeʼoe:en.
Saisiyat,kaka:aten,Saisiyat_2657,niSoʼ kanoʼ naehan kaka:aten?
