source_locator,reader_page,example_label,target_text,translation,gloss_or_segmentation,method,confidence_review_note,included,exclusion_reason,final_xml_path,final_s_id
page-236,236,narrative1-083,muru’inasʉ cau sii maciasʉ kavangvang mamane.,世間因都是白晝，人類受苦。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0566
page-236,236,narrative1-084,"masini nipana’ʉa ucani taniarʉ, ma’icʉpʉ ucani taniarʉ arapipiningi.",現在一個太陽被射了，（另）一個太陽（也）懼怕出來。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0567
page-236,236,narrative1-085,’akia cu ciasʉ.,沒有了亮光。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0568
page-236,236,narrative1-086,mapitʉ’ʉ kavangvang.,全部都是黑暗。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0569
page-236,236,narrative1-087,miaranau makásua.,如此一段時間。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0570
page-236,236,narrative1-088,"miaa campe ia, mama’ari pa sii ’una pa karu, to’umangʉ, ranʉngʉ, cʉn tavara’ʉun pa rumarʉun mara sinangʉ.",起初的時候，幸好還可以維持，因為還有樹木、竹子、樹葉、雜草可以燃燒，獲得光源。,,Direct comparison against official narrative page image and positioned text XML,Recovered translation truncated in text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0571
page-236,236,narrative1-089,"miaranau taniara, ’akia cu cucumeni tavara’ʉun rumarʉun.",過了一段時日，沒有其他可供燃燒了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0572
page-237,237,narrative1-090,"kavangvang ’ucu tanasa, ’aruvu rumarʉun cu kangvang.",家裡的柱子、屋頂也全部燒掉了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0573
page-237,237,narrative1-091,matacuvucuvungu cau mataa marʉkurapʉ kaisisi.,人類和所有的動物聚集起來祭拜。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0574
page-237,237,narrative1-092,tia ’apaarapiningi taniarʉ.,想請太陽出來。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0575
page-237,237,narrative1-093,ka’anʉ pakíturu taniarʉ arapipiningi.,太陽仍然不願意出現。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0576
page-237,237,narrative1-094,"marivivini, ’apuucanʉun cau tarukuka makari taniarʉ.",最後，人類請雞與太陽商量。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0577
page-237,237,narrative1-095,"tuturuun kani tarukuka sua taniarʉ, ka’anʉ cu cau tia miakaaka ’inia.",雞跟太陽說，人類不會再傷害他（太陽）了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0578
page-237,237,narrative1-096,potucucuru kari in taniarʉ.,太陽相信了（雞）他的話。,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0579
page-238,238,narrative1-097,"totasiarʉ noo umoni tarukuka ia, arapipiningi cu taniarʉ.",每當晨間雞鳴的時候，太陽就出現。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0580
page-238,238,narrative1-098,koo mamacai sua nipana’ʉa taniarʉ.,被射殺的太陽並沒有死亡。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0581
page-238,238,narrative1-099,"nakai nimiaranau musucara’ʉ, ka’anʉ cu murúngarʉ nguain tamna sinangʉ.",但是流血過久，它的光源不再強烈。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0582
page-238,238,narrative1-100,"masini sua cʉ’ʉraa mita vuanʉ ia, nguai sua nipana’ʉa miana taniarʉ.",現在我們所看到的月亮，就是當時被射殺的太陽。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0583
page-240,240,narrative2-001,niiávatu ucani vʉrʉnga tatia.,來了一條大鰻魚。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0584
page-240,240,narrative2-002,kurisivatʉ na cakʉran.,倒臥在河流上。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0585
page-240,240,narrative2-003,tumʉpʉ cakʉran.,堵住了河流。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0586
page-240,240,narrative2-004,aratumuru cu canumu.,使水滿出來了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0587
page-240,240,narrative2-005,umanguru cau.,人們逃走。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0588
page-240,240,narrative2-006,"mu’uru’uru mukusa maraa ti’ingai cimʉrʉ, nakai iávatu pa canumu maripunarʉ ’inia.",先往比較低的山，但是水還是沖平了那裡。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0589
page-240,240,narrative2-007,mucanʉ cau arávari na cucumeni cimʉrʉ tatia.,人們再逃往別處較高的山。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0590
page-240,240,narrative2-008,mu’una cu ’inia cau.,人類就在那裡。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0591
page-240,240,narrative2-009,maunangʉ arakukunu mataa marʉkurakurapʉ.,與獸類一起安然的相處。,,Direct comparison against official narrative page image and positioned text XML,Removed footnote marker and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0592
page-241,241,narrative2-010,"ka’anʉ tavara’ʉ po’ucipi kʉnʉa, sii ’akia ’apuru.",因為沒有火，無法煮東西吃。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0593
page-241,241,narrative2-011,muru’inasʉ cau.,人們非常困苦。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0594
page-241,241,narrative2-012,matacuvucuvungu makarikari neni tia ’apaaraun ’apuru.,聚在一起討論誰可以去取火種。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0595
page-241,241,narrative2-013,"miaasua kani ia, ’inmámia to’urung pakíturu tia kani mara ’apuru.",據說當時只有山羌願意前往取火種。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0596
page-241,241,narrative2-014,kipátʉsʉ nguain makananguru mucanʉ mukusa Tanungu’incu.,牠努力地游往玉山（Tanungu’incu）的方向。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0597
page-241,241,narrative2-015,nikiri kee ’apuru na u’ungu in.,把火種綁在頭角上。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0598
page-241,241,narrative2-016,makananguru kani pui’i.,游回來。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0599
page-242,242,narrative2-017,musutavʉrʉ u’ungu in.,牠的角被水浸泡了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0600
page-242,242,narrative2-018,ma’ʉpʉ kangvang niara kee ’apuru.,所取回的火種也熄滅。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0601
page-242,242,narrative2-019,arapepe cu pui’i.,空手而返。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0602
page-242,242,narrative2-020,maka’ʉna cau makarikari.,人們再度討論。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0603
page-242,242,narrative2-021,te cu makananu!,要怎麼辦啊！,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0604
page-242,242,narrative2-022,"marivivini cu tapinange urunai makasi, “iku kʉcʉ mingane mukusa sipara mara ’apuru!”",到了最後，紅嘴黑鵯鳥說：「由我飛去對岸拿火種吧！」,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0605
page-242,242,narrative2-023,niara’isi kee ’apuru umavici mingane pui’i.,牠啣著火種飛回來。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0606
page-242,242,narrative2-024,"sii nimiaranau rumara’isi ’apuru, nimitavu ivici in masinang cu.",因為牠咬火種太久了，嘴巴被燙到而變紅了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0607
page-243,243,narrative2-025,niaramasinang cu matárava masini.,直到現在還是紅色的。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0608
page-243,243,narrative2-026,"macangcangarʉ cau sosomanpe ’inia, ímua ka’anʉ kita tumatinara’ʉ tapinange ísua, mataa noo kaisisi, nukai ’una kacangcangarʉa cau arakukunu ia, tia paracani sosomanpe tapinange urunai.",逢到有祭典或高興的事情，聚在一起的時候要唱感謝牠的歌。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0609
page-244,244,narrative2-027,’una cu ’apuru.,有火了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0610
page-244,244,narrative2-028,"aranai cu ’inia po’ucipi cu kʉnʉa, nakai ’esi pa ’inia míri’i canumu.",從此人們可以煮東西了，但是那洪水還在那裡。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0611
page-244,244,narrative2-029,makarikari pa cau mataa marʉkurapʉ.,人與獸類一起討論。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0612
page-244,244,narrative2-030,"marívari vavuru, “mucanʉ ku ’inia miapacai vʉrʉnga ’apakʉnʉo’e mamanu maku nimukʉa mu, sii te ku kipapa vʉrʉnga ma’acunu.”",山豬回答說：「我去殺死鰻魚，但是請你們用農作餵食我的孩子們，因為我將隨著鰻魚一起被漂走。」,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0613
page-244,244,narrative2-031,aranai miaasua ara’akia cu canumu.,從那時，洪水就沒有了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0614
page-244,244,narrative2-032,"makásua cu, aranai ’inia ’una cu ravatuvatua, ’una vanuka, ’una marʉngʉcai ’ʉnai, sii nimivaru ’ʉnai.",從那之後，（大地）有了很多石頭區，有了凹凸不平的區域，（也）有高地，因為大地被（水）攪和過。,,Direct comparison against official narrative page image and positioned text XML,Recovered translation truncated in text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0615
page-245,245,narrative2-033,niaranakarʉ cu sua canumu.,河流的水乾涸了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0616
page-245,245,narrative2-034,aranai ’inia cau mavuvuarʉ mataa marʉkurapʉ.,之後，人類與獸類便分開了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0617
page-245,245,narrative2-035,"makarikari kavangvang, “cau sua ikim marʉkurapʉ kamu.”",大家聚在一起討論：「我們是人類，你們是獸類。」,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0618
page-245,245,narrative2-036,"makarikari marʉkurakurapʉ, “mariaka kim marisauvu kamua ka’anʉ kim tia arakukunu kamua cumacʉvʉrʉ.”",獸類討論說：「我們不喜歡跟你們人類的味道，我們不要跟你們人類一起生活。」,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0619
page-245,245,narrative2-037,"makasi cau, “’apaco’e te kamu pana’ʉun.”",人類回答說：「無論如何要射殺你們。」,,Direct comparison against official narrative page image and positioned text XML,Recovered translation omitted from text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0620
page-245,245,narrative2-038,"aranai miaasua, ma’icʉpʉ cu marʉkurapʉ cumacʉ’ʉra cau, sii te cu pana’ʉun cau.",從那時起獸類懼怕看到人，因人類會射殺牠們。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0621
page-246,246,narrative2-039,"sua cau ia, arávari mukusa ’ʉnai Nacʉnga.",人們遷移到Nacʉnga之地。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0622
page-246,246,narrative2-040,moon cu ’inia ka’umó’uma.,在那裡開墾闢地。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0623
page-247,247,narrative2-041,macangcangarʉ cu cau ’una kʉnʉa.,人們非常快樂有充足的食物。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0624
page-247,247,narrative2-042,"miaasua ia, ’apaco’e makangʉcʉ nimʉkʉa cau, nakai musutanpʉ kʉnʉa.",當時雖然只種植少量的農作，但是足夠食用。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0625
page-247,247,narrative2-043,makaan ka’umó’uma mumʉkʉ.,種一次田。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0626
page-247,247,narrative2-044,"ka’anʉ kovangvangʉun ucani cenana, mataa ka’anʉ pa cau musukʉmʉ.",一年也吃不完，還有當時的人類還不會生病。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0627
page-247,247,narrative2-045,miaranau cau moon na Nacʉnga.,人們在Nacʉnga待了很久。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0628
page-247,247,narrative2-046,niarakacaua cau.,人變多了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0629
page-247,247,narrative2-047,mamʉmʉkʉ ’akia cu tia takamanʉnga ‘umó’uma.,憂心沒有地方可耕作了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0630
page-247,247,narrative2-048,’una cau aranai ’inia arávari na Na’usurana.,有人從那裡（Nacʉnga）遷移到Na’usurana之地。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0631
page-248,248,narrative2-049,ka’umó’uma makangʉcʉ.,只開闢少量的田園。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0632
page-248,248,narrative2-050,kipapa ’inia tacau in nipívura.,跟隨去的狗懷孕了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0633
page-248,248,narrative2-051,nimoon ’inia kamanumanu.,在那裡生了（狗）小孩。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0634
page-248,248,narrative2-052,"te pa kani pui’i Nacʉnga, sii ’esi pa ’inia kʉnʉa ni, nakai iávatu cina tamtitu umavici manu in pui’i na Na’usurana.",據說（人們）還要再回Nacʉnga之地，因為他們的食物還在那裡，但是小狗的媽媽來把他的小孩帶去Na’usurana。,,Direct comparison against official narrative page image and positioned text XML,Recovered translation truncated in text layer and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0635
page-248,248,narrative2-053,makásua cu a’unuun cu cau kʉnʉa ni paariviviniun tacau in arávari na Na’usurana.,之後，人們就背著他們的食物跟著他們的狗遷移到Na’usurana。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0636
page-248,248,narrative2-054,mu’una ’inia kamanʉngʉ tanasa ni.,待在那裡蓋他們的住家。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0637
page-248,248,narrative2-055,aranai ’inia iávatu cu cau cucumeni.,之後其他人也跟來了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0638
page-249,249,narrative2-056,kavangvang mu’una cu ’inia miaranau ka’umó’uma.,所有的人都在那裡耕作很久。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0639
page-249,249,narrative2-057,aranai ’inia arakacaua cu cau.,自此人就變多了。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0640
page-251,251,narrative3-001,Namásia kisaun ’ʉnai tanasʉn Kanakanavu.,卡那卡那富族的部落地名稱為那瑪夏。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0641
page-251,251,narrative3-002,"sua nganai isi ia, niaranai upeni kusai mʉna cenana miana.",這個名稱是來自於數百年之前。,,Direct comparison against official narrative page image and positioned text XML,Removed footnote marker and normalized interlinear segmentation to surface form,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0642
page-252,252,narrative3-003,nipatanganai cau Kanakanavu cakʉran nesi.,（這個名稱是）卡那卡那富族人為此地的溪流所命名的。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0643
page-252,252,narrative3-004,"’esi masini tamna niaritapasʉa ’ʉnai ia, ’una niarupaca Nakasayana tamna sinatʉ “Nancʉsiensii” kisaun.",在現代的地圖裡，這個溪流用中文標示為「楠梓仙溪」。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0644
page-252,252,narrative3-005,"nganai isi ia, manasʉ niaranai kisaa mita “Namásia”.",這個名稱很可能是來自於我們所稱的「那瑪夏」。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0645
page-252,252,narrative3-006,’urupacaun kari Pakísia pokarikari.,使用閩南語發音。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0646
page-252,252,narrative3-007,’apmaica cu kari in marisinatʉ.,（再）寫出來。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0647
page-252,252,narrative3-008,"matárava mamisa tamna cenana, nganai isi, tunganganun cu kavangvang sua ’ʉnai.",到了最近的年代，這個名稱才由溪流名稱包含到地理名稱。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0648
page-252,252,narrative3-009,nakai niaranai nanu sua nganai Namásia isi?,但是那瑪夏這個名稱又是怎麼來的呢？,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0649
page-253,253,narrative3-010,"matárava masini, makai ’akia pa mátʉa siatuturu.",到目前為止，似乎沒有一致的說法。,,Direct comparison against official narrative page image and positioned text XML,Normalized interlinear segmentation to printed narrative surface sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0650
