source_locator,reader_page,example_label,target_candidate,translation_candidate,method,review_status,review_note
page-253,253,12,"rocu ni-ari-sinatʉ-a, nguai sua u-rucin karanana sia-túturu",以下的紀錄就是兩則完全不同的說法。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-254,254,13,"makasi u-cani sia-tuturu, “nanakʉ”=kani sua cakʉran isi",一種說法稱這個溪流是「母的」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-254,254,14,"’esi=kani to’unaa Ra’árua sua “sarunai”, nguai sua ’esi akini Namásia kisa-a “Raunungsii”",濃溪」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation completed from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-254,254,15,miseni sarunai kisa-ʉn cakʉran ísua?,那條溪流為何被稱為雄性溪？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,16,"sua t<in>ituru-a mamarang ia, makasi maraa marʉngʉcai=kani ’ʉnai neesua, ímua maraa mintasʉ kangvang canumu ’inia",老人家的說法是因為（荖濃溪）那裡地勢較高，所以水流也比較湍急。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,17,makai=kani sarunai navicu’u cʉpʉngʉ,有點像男性急躁的性情。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,18,"maraa ta-ningning-a sua ta-maica-a Nancʉsiensii tamna cunumu, ímua maraa mu’iarʉ m-uca canumu nesi",楠梓仙溪的水所經之處較為平坦，所以這裡的水流較緩慢。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,19,makai=kani nanakʉ taucʉng mataa maningcau,就像乖巧與柔美的女性。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,20,’una=pa u-cani ’ʉna ni-aranai ni-aracakanʉ cau Kanakanavu,卡那卡那富族的獵人還流傳著（另外）一個傳說。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-255,255,21,"miaa campe=kani arávari nesi ia, ’akia=pa cau cucumeni",據說族人遷入本地區起初之時，尚無其他人煙。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,22,"’esi na aracan nungnung Tipurake, masíraru ’una=kani ’inia ni-a-tumuru canumu",在靠近地布拉蓋溪附近，那裡原本有一深潭。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,23,"’una u-cani taniara, ni-maica ’inia cau Kanakanavu tia aracakanʉ",有一天，卡那卡那富族獵人行經該處要打獵。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,24,c<in>i-cʉ’ʉra=kani na ni-a-tumuru canumu ’una tacini nanmarua nanakʉ,在深潭中見到一年輕女子。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,25,’esi s<um>a-sima’ʉ mataa vutúkuru tatia,正與大魚嬉戲。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,26,"sii ’akia cau tarakanangʉ nanakʉ ísua, ’una kesoni ’inia ni-aranai nanu mataa moon nanu misee",因族人無一認識該女子者，有人問她從何方來和住哪裡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-256,256,27,"nakai koo=pa masi-rupangʉ, kat rʉpʉ=cu nanakʉ ísua musikarʉ canumu",但是話未問完，該女子即潛入水中。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,28,ka’anʉ=cu cʉ’ʉra-ʉn,不見了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,29,ma-ka-tumuru=cu=kani makásia,數次見面都如此。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,30,"makásua=cu, ’una tia aracakanʉ cau",後來，有人要去打獵。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,31,ni-mavici kʉnʉ-a tia mo-vua ’inia,曾攜帶食物想給她。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,32,"nakai aranai meesua, akia=cu cau c<in>i-cʉ’ʉra nanakʉ ísua",但是從此以後就沒有人再看到她了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,33,pa<cʉpʉ>cʉpʉngʉ ’inia cau Kanakanavu,卡那卡那富族族人懷念她。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-257,257,34,"paira noo maica ni-a-tumuru canumu ísua ia, m-ara=cu kʉnʉ-a ti’ingi pitákusa canumu neesua",常常經過該深潭的時候，都會拿一點食物擲入水中。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-258,258,35,pa-cʉpʉngʉ tia=kara ma-ka-’ʉna ara-pi-piningi nanakʉ ísua?,（族人）心想那女子會不會再出現？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-258,258,36,mámia! ’akia kamʉcʉ cʉ’ʉra-a,可惜！什麼都沒看到。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-258,258,37,"marivivini, ’una cau pa-cʉpʉngʉ makasi manasʉ ni-aranai ’ʉnai “Másia”, ímua Namásia=cu kisa-ʉn Kanakanavu cakʉran isi",人就稱此為那瑪夏溪。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation completed from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-258,258,38,mámia ’ʉna isi sii koo t<um>a-túturu ’una=kara ’imi nukai ’esi nanu sua kisa-a Másia?,可惜這則故事沒有交代所稱的「瑪夏」有何意義或在何方？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-259,259,39,u-cani karanana sia-túturu,（另外）一則不同說法。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-259,259,40,"miaa araceni miana ia, ’una=kani tacini sarunai nanmarua",相傳遠古時代，據說有一位年輕男子。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-259,259,41,Másia sua nganai=in,他名叫「瑪夏」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-259,259,42,c<in>i-cʉ’ʉra vʉrʉnga tatia t<um>ʉpʉ cakʉran tamna canumu,看到巨大鱸鰻堵住溪流。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,43,ni-ara-míri’i canumu,水滿出來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,44,’apitarʉ sua tanasʉn cau,危及部落的安全。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,45,makacang nguain pui’i tia t<um>-túturu cau,他趕緊回部落向族人通報。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,46,"nakai miaa arapana’ʉ pui’i ia, ni-mupacai curu",然因在奔向部落時，體力已耗盡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,47,koo sia-peni taniara ni-ara-aka=cu,沒過幾天壞了（去世）。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,48,"nakai sii t<in>ituru-ʉn=cu=kee cau, ni-mu-’uru-’uru arávari na ka’anʉ ’apitarʉ to’unaa",但是族人因已獲得通報，提早移至不危險的地方。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-260,260,49,makásua ’apa-kʉrʉ=pa ngisaa cau,族人得以保住性命。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,50,"marivivini=cu, ni-ara’isi=kani vavuru sua vʉrʉnga ísua",之後，據說山豬咬了那隻鱸鰻。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,51,ma-macai,（那隻鱸鰻）死了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,52,m-a’acunu,流走。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,53,pa-ara-’akia ’apitarʉ,讓危機解除。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,54,pa-cʉpʉngʉ-ʉn cau Kananakavu sua nanmarua ísua,卡那卡那富族人懷念那名青年。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,55,"aranai meesua,“Namásia”=cu kisa-ʉn Kanakanavu sua cakʉran isi",從那時起就以其名「那瑪夏」稱呼這條河流。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-261,261,56,"Kanakanavu tamna niurina, noo tia=in mata-nganai ni-ara-aka=cu kin-cau-cau-a ia, to-’uru-a nganai=in ia, te=pa “na” misee, sii tia kineeng mataa pa-cʉpʉngʉ ’inia misee",「那」，含有紀念與懷念之意。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-262,262,57,"u-rucin ’ʉna isi, ’apaco’e karanana sia-túturu, nakai tavara’ʉ-ʉn=cu sua nganai Namásia isi ia, masíraru ni-aranai ni-pata-nganai Kanakanavu",富族的命名。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation completed from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-262,262,58,ka’anʉ muriva’ʉ,應該是無誤的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
