id,verdict,fragment,source
Sakizaya_885e5ee1-f00a-f011-bd65-00155db40116,resolved,,maazih/maadih isu haw ku makulahay kucu atu kabang i tepal nu panan?
Sakizaya_e65e5ee1-f00a-f011-bd65-00155db40116,resolved,,"mabahel ku nipahabayan a ayam, kyu malalum ciniza / cinida."
Sakizaya_6b18ad36-8c33-f011-8fad-000d3a8250a0,resolved,,mabaliyus kyu a mapasatezep / mapasatedep ku silamalay anucila.
Sakizaya_8fa156e7-f00a-f011-bd65-00155db40116,resolved,,maduka nu ciid ku sazipaʼ / sadipaʼ ni Panay.
Sakizaya_459e56e7-f00a-f011-bd65-00155db40116,resolved,,mahetik kya ayam mahabelut nu kazizeng / kadideng.
Sakizaya_719f56e7-f00a-f011-bd65-00155db40116,resolved,,"mahica kisu ayza / ayda, kya paʼteng sa mibulibul tayni i lumaʼ nu maku."
Sakizaya_a69f56e7-f00a-f011-bd65-00155db40116,resolved,,"mahiza / mahida misabiliay kya ngabul, zayhan tabaki azihen / adihen ku bili."
Sakizaya_88605ee1-f00a-f011-bd65-00155db40116,resolved,,mahiza / mahida u kalanga ku banuh nu akʼak kalumeniʼ.
Sakizaya_689956e7-f00a-f011-bd65-00155db40116,resolved,,"mahiza/mahida misabiliay kya ngabul, zayhan tabaki azihen/adihen ku bili."
Sakizaya_9836dc13-8e33-f011-8fad-000d3a8250a0,resolved,,mahiza/mahida u kalanga ku banuh nu akʼak kalumeniʼ.
Sakizaya_bf9d56e7-f00a-f011-bd65-00155db40116,resolved,,"maimelang ci sabana, pabelian nu maku tu mabasaway a nanum sakan niza / nida tu sapaiyu."
Sakizaya_805e5ee1-f00a-f011-bd65-00155db40116,resolved,,"maimelang ci sabana, pabelian nu maku tu mabasaway a nanum sakan niza/nida tu sapaiyu."
Sakizaya_705e5ee1-f00a-f011-bd65-00155db40116,resolved,,"maimelang ciniza / cinida, caay picudad ayza / ayda."
Sakizaya_7f9b56e7-f00a-f011-bd65-00155db40116,resolved,,maizang / maidang tu ku nikuskusan nu maku.
Sakizaya_28ebf97a-8e33-f011-8fad-000d3a8250a0,resolved,,maizang/maidang tu ku nikuskusan nu maku.
Sakizaya_b69490be-8d33-f011-8fad-000d3a8250a0,resolved,,"makaazih / makaadih kaku nasawni, ladayan ni ina ci sabama muisiʼ i sasa nu kilang."
Sakizaya_735e5ee1-f00a-f011-bd65-00155db40116,resolved,,"makaazih / makaadih nu maku nasawni, ladayan ni ina ci sabama muisiʼ i sasa nu kilang."
Sakizaya_0d1ffb54-8c33-f011-8fad-000d3a8250a0,resolved,,"makaen niza / nida ku siledekay a kakanen, kalamkamen patayza / patayda i paisingan."
Sakizaya_229c56e7-f00a-f011-bd65-00155db40116,resolved,,"makaen niza / nida ku siledekay; siluwak kakanen, kalamkamen patayza / patayda i paisingan."
Sakizaya_78605ee1-f00a-f011-bd65-00155db40116,resolved,,makai ciniza / cinida tayza / tayda.
Sakizaya_219c56e7-f00a-f011-bd65-00155db40116,resolved,,"makalat nu bau ku kukuʼ niza / nida, kyu malebawa."
Sakizaya_27b9e850-8e33-f011-8fad-000d3a8250a0,resolved,,makayza/makayiza kaku anucila mituluy i tisuwan.
Sakizaya_4f9e56e7-f00a-f011-bd65-00155db40116,resolved,,makuay a sasulit kuyza / kuyda.
Sakizaya_865e5ee1-f00a-f011-bd65-00155db40116,resolved,,makuay a sasulit kuyza/kuyda.
Sakizaya_81a256e7-f00a-f011-bd65-00155db40116,resolved,,"malakapah kina wawa, tanuhtuh sa azihen / adihen."
Sakizaya_7a9c56e7-f00a-f011-bd65-00155db40116,resolved,,"malakapah kina wawa, tanuhtuh sa azihen/adihen."
Sakizaya_f59f56e7-f00a-f011-bd65-00155db40116,resolved,,malecad ku namuh nu maku atu sabana mingitngit tu ukak nu sizi / sidi.
Sakizaya_5e9a56e7-f00a-f011-bd65-00155db40116,resolved,,malecad ku namuh nu maku atu sabana mingitngit tu ukak nu sizi/sidi.
Sakizaya_5d9e56e7-f00a-f011-bd65-00155db40116,resolved,,malecad ku nialaan nu mita ayza / ayda a sasulit.
Sakizaya_52a5f274-8e33-f011-8fad-000d3a8250a0,resolved,,"malidung tu niza/nida kya putahay a zikuc/dikuc, mitepik patayza/patayda i kakabiʼan nu katuuday."
Sakizaya_ffa256e7-f00a-f011-bd65-00155db40116,resolved,,"malidungay tu niza / nida tya putahay a zikuc / dikuc, mitepik patayza / patayda i kakabiʼan nu katuuday."
Sakizaya_ef59e762-8e33-f011-8fad-000d3a8250a0,resolved,,"malidungay tu niza/nida kya putahay a zikuc/dikuc, mitepik patayza/patayda i kakabiʼan nu katuuday."
Sakizaya_d7e04eed-f00a-f011-bd65-00155db40116,resolved,,"malidungay tu niza/nida tya putahay a zikuc/dikuc, mitepik patayza/patayda i kakabiʼan nu katuuday."
Sakizaya_619e56e7-f00a-f011-bd65-00155db40116,resolved,,malimulak kita ayza / ayda tu pilecuhan niza / nida a demiad.
Sakizaya_689f56e7-f00a-f011-bd65-00155db40116,resolved,,malinges ci kakama metmet sa tu lima niza / nida mulaliw.
Sakizaya_e49e56e7-f00a-f011-bd65-00155db40116,resolved,,malumanay kina kazizeng / kadideng nu maku.
Sakizaya_b69d56e7-f00a-f011-bd65-00155db40116,resolved,,"mamin kaku milusimet tu zikuc / dikuc, misahemay tu anu sawni."
Sakizaya_7b5e5ee1-f00a-f011-bd65-00155db40116,resolved,,"mamin kaku milusimet tu zikuc/dikuc, misahemay tu anu sawni."
Sakizaya_335d5ee1-f00a-f011-bd65-00155db40116,resolved,,manamuh ci ina tya nicakayan naayaw ya abuabuan a zikuc / dikuc.
Sakizaya_a25a5ee1-f00a-f011-bd65-00155db40116,resolved,,manamuh ci ina tya nicakayan naayaw ya abuabuan a zikuc/dikuc.
Sakizaya_d1a056e7-f00a-f011-bd65-00155db40116,resolved,,manamuh ciniza / cinida i sananal micudad.
Sakizaya_e39f56e7-f00a-f011-bd65-00155db40116,resolved,,manamuh kaku milihiza / milihida tu lumaʼay tahkal.
Sakizaya_b8595ee1-f00a-f011-bd65-00155db40116,resolved,,manamuh kami tayza / tayda i sauwac midanguy.
Sakizaya_fa5b5ee1-f00a-f011-bd65-00155db40116,resolved,,manamuh kami tayza/tayda i sauwac midanguy.
Sakizaya_02e14eed-f00a-f011-bd65-00155db40116,resolved,,"manamuh mukan tu sicedam, zayhan mangahul ku ngipen niza / nida."
Sakizaya_ae9d56e7-f00a-f011-bd65-00155db40116,resolved,,"mangalay tu kaku, izaw / idaw ku liwan haw?"
Sakizaya_0d9c56e7-f00a-f011-bd65-00155db40116,resolved,,mangazu / mangadu kanen kya nipeluʼan i buyuʼ nacila a sunsuli laemet asuʼ sa .
Sakizaya_b75d5ee1-f00a-f011-bd65-00155db40116,resolved,,mangazu/mangadu kanen kya nipeluʼan i buyuʼ nacila a sunsuli laemet asuʼ sa .
Sakizaya_f39f56e7-f00a-f011-bd65-00155db40116,resolved,,"mangeluʼ ciniza / cinida, biʼ satu nasawni."
Sakizaya_ed9e56e7-f00a-f011-bd65-00155db40116,resolved,,mapeciʼ tu ku kazizeng / kadideng nu maku laʼcus tu paculilen.
Sakizaya_6f9b56e7-f00a-f011-bd65-00155db40116,resolved,,mapulung kita tayza / tayda i cacudadan.
Sakizaya_c2a056e7-f00a-f011-bd65-00155db40116,resolved,,masabul ku sabama i kazizeng / kadideng mayzih / maydih mudebu.
Sakizaya_fc9a56e7-f00a-f011-bd65-00155db40116,resolved,,masabul ku sabama i kazizeng/kadideng mayzih/maydih mudebu.
Sakizaya_f49e56e7-f00a-f011-bd65-00155db40116,resolved,,masamel ciniza / cinida i cacudadan micudad.
Sakizaya_f39e56e7-f00a-f011-bd65-00155db40116,resolved,,"masamel tu ciniza / cinida, zayhan nacaay kabiʼ nacila."
Sakizaya_8ea256e7-f00a-f011-bd65-00155db40116,resolved,,masetul nu utubay ku tatelecan niza / nida.
Sakizaya_f79e56e7-f00a-f011-bd65-00155db40116,resolved,,"masuwab tu kisu, mayzih / maydih tu mabiʼ haw?"
Sakizaya_181ffb54-8c33-f011-8fad-000d3a8250a0,resolved,,matabal ci ama sisapacemut tayza / tayda i sauwac sapatiked tu buting.
Sakizaya_cf9a56e7-f00a-f011-bd65-00155db40116,resolved,,matabal miazih / miadih i kanihalan tu cilal.
Sakizaya_c25d5ee1-f00a-f011-bd65-00155db40116,resolved,,"matawa ku bihid niza / nida, ahemaw sa ku kapalaw, salungan sa azihen / adihen."
Sakizaya_0ba256e7-f00a-f011-bd65-00155db40116,resolved,,mataʼnang ci baki i tiza / tida sielunay.
Sakizaya_769c56e7-f00a-f011-bd65-00155db40116,resolved,,mataʼnang ci baki i tiza/tida sielunay.
Sakizaya_769f56e7-f00a-f011-bd65-00155db40116,resolved,,matenes tu caay katalumaʼ ci kakama mihalhal ciniza / cinida i nu ayawan nu panan.
Sakizaya_92605ee1-f00a-f011-bd65-00155db40116,resolved,,matineng kisu mitengil tu kamu nu Sakizaya / Sakidaya?
Sakizaya_a05d5ee1-f00a-f011-bd65-00155db40116,resolved,,matineng kisu mitengil tu kamu nu Sakizaya/Sakidaya?
Sakizaya_b19d56e7-f00a-f011-bd65-00155db40116,resolved,,matineng mudadiw matineng musalukiyaw ciniza / cinida.
Sakizaya_795e5ee1-f00a-f011-bd65-00155db40116,resolved,,matineng mudadiw matineng musalukiyaw ciniza/cinida.
Sakizaya_68a5f274-8e33-f011-8fad-000d3a8250a0,resolved,,"matineng mudadiw matineng, musalukiyaw ciniza/cinida."
Sakizaya_659f56e7-f00a-f011-bd65-00155db40116,resolved,,mauzipay henay kya mazakepay / madakepay nu misu a ayam?
Sakizaya_799f56e7-f00a-f011-bd65-00155db40116,resolved,,"maydih ci ama aci ina u binacadan ku kasiacawa, nika u zumaay / dumaay a binacadan ku mikadabuay."
Sakizaya_46693a5e-8d33-f011-8fad-000d3a8250a0,resolved,,miala ci ina tu keliw mitapid tu malepiʼay a zikuc / dikuc nu maku.
Sakizaya_e19a56e7-f00a-f011-bd65-00155db40116,resolved,,miala ci ina tu keliw mitapit tu malepiʼay a zikuc / dikuc nu maku.
Sakizaya_7ea156e7-f00a-f011-bd65-00155db40116,resolved,,miala ci niza / nida tu uway milalabaʼ a misapetiʼ takuwan.
Sakizaya_44a5f274-8e33-f011-8fad-000d3a8250a0,resolved,,miala ci niza/nida tu uway milalabaʼ a misapetiʼ takuwan.
Sakizaya_699f56e7-f00a-f011-bd65-00155db40116,resolved,,miala kaku tu cacay sanglacay a zikuc / dikuc.
Sakizaya_c133ed6e-8e33-f011-8fad-000d3a8250a0,resolved,,miala kaku tu zikuc/dikuc mihilhil.
Sakizaya_05a656e7-f00a-f011-bd65-00155db40116,dropped,"mibetik/misalisin satu, izaw ku tayu, daʼdac, tunuz, atu epah i panan.","mibetik/misalisin satu, izaw ku tayu, daʼdac, tunuz, atu epah i panan."
Sakizaya_77609a30-8c33-f011-8fad-000d3a8250a0,resolved,,micemek miazih / miadih tu limaki ci sabama.
Sakizaya_92a256e7-f00a-f011-bd65-00155db40116,resolved,,micepcep kya lutungay tu tatuzuʼ niza / nida.
Sakizaya_739f56e7-f00a-f011-bd65-00155db40116,resolved,,micudad kaku ayza / ayda.
Sakizaya_7e9b56e7-f00a-f011-bd65-00155db40116,resolved,,"mikapet tu kupu ku kawili, mikapet tu kaysing ku kawanan niza / nida."
Sakizaya_b05d5ee1-f00a-f011-bd65-00155db40116,resolved,,"mikapet tu kupu ku kawili, mikapet tu kaysing ku kawanan niza/nida."
Sakizaya_f99e56e7-f00a-f011-bd65-00155db40116,resolved,,"mikidis tu matalesay a bakan ciniza / cinida, zayhan a tabuyuʼ mibelesiw tu lutuk ciniza / cinida."
Sakizaya_945e5ee1-f00a-f011-bd65-00155db40116,resolved,,"mikidis tu matalesay a bakan ciniza/cinida, zayhan a tabuyuʼ mibelesiw tu lutuk ciniza/cinida."
Sakizaya_ba595ee1-f00a-f011-bd65-00155db40116,resolved,,mikilul kaku ci inaan micakay tu sapisangaʼ tu zikuc / dikuc a dawa.
Sakizaya_cf33ed6e-8e33-f011-8fad-000d3a8250a0,resolved,,mikinsa kya misaydan tu baduwac niza/nida.
Sakizaya_819b56e7-f00a-f011-bd65-00155db40116,resolved,,mikutkut tu atikak sapacemut nida / niza i sauwac.
Sakizaya_b45d5ee1-f00a-f011-bd65-00155db40116,resolved,,mikutkut tu atikak sapacemut nida/niza i sauwac.
Sakizaya_05e024cb-8867-f011-8fae-000d3a8250a0,resolved,,milikanus ciniza / cinida.
Sakizaya_04e024cb-8867-f011-8fae-000d3a8250a0,resolved,,milikanus ciniza/cinida.
Sakizaya_9f9f56e7-f00a-f011-bd65-00155db40116,resolved,,mililis tu buyuʼ culil han maazih / maadih tu isu ku dabek atu ci ama.
Sakizaya_659956e7-f00a-f011-bd65-00155db40116,resolved,,mililis tu buyuʼ culil han maazih/maadih tu isu ku dabek atu ci ama.
Sakizaya_8c605ee1-f00a-f011-bd65-00155db40116,resolved,,milimek i kalimucuʼ ciniza / cinida matalaw kaynahan ni kakana.
Sakizaya_1d781720-8e33-f011-8fad-000d3a8250a0,resolved,,milimek i kalimucuʼ ciniza/cinida matalaw kaynahan ni ina.
Sakizaya_9e5d5ee1-f00a-f011-bd65-00155db40116,resolved,,milimek i kalimucuʼ ciniza/cinida matalaw kaynahan ni kakana.
Sakizaya_bb9d56e7-f00a-f011-bd65-00155db40116,resolved,,miluung miazih / miadih tu limaki ci sabama.
Sakizaya_f89f56e7-f00a-f011-bd65-00155db40116,resolved,,mininac kya naniʼ tu kikul niza / nida i sasa nu kilang.
Sakizaya_c6a056e7-f00a-f011-bd65-00155db40116,resolved,,misait kaku nacila tu zikuc / dikuc.
Sakizaya_059b56e7-f00a-f011-bd65-00155db40116,resolved,,misait kaku nacila tu zikuc/dikuc.
Sakizaya_6f5e5ee1-f00a-f011-bd65-00155db40116,resolved,,misakapah ci ama ayza / ayda tu iduc.
Sakizaya_e31766db-f00a-f011-bd65-00155db40116,dropped,misakapahay tu miamutu（siyagyi） ku liken.,misakapahay tu miamutu（siyagyi） ku liken.
Sakizaya_4626ea5c-8e33-f011-8fad-000d3a8250a0,resolved,,misakitikitiw ci bayi maidih/maydih a malakaying.
Sakizaya_5493ebca-8d33-f011-8fad-000d3a8250a0,dropped,misalamiʼ kaku tu lukut / kedukedu.,misalamiʼ kaku tu lukut / kedukedu.
Sakizaya_ae9f56e7-f00a-f011-bd65-00155db40116,resolved,,mitapal ciniza / cinida tu tapukuay a bunac.
Sakizaya_fba256e7-f00a-f011-bd65-00155db40116,resolved,,"mitenaʼ tu zazan / dadan kya kazizeng / kadideng, laʼcus kaku tahkal."
Sakizaya_af9f56e7-f00a-f011-bd65-00155db40116,dropped,mitengil / mipalita henay kaku ci amaan u canan kuyni a tuud.,mitengil / mipalita henay kaku ci amaan u canan kuyni a tuud.
Sakizaya_74b5b93c-8c33-f011-8fad-000d3a8250a0,resolved,,mitiik ciniza / cinida tu bihid nu maku namabalucuʼ.
Sakizaya_d35d5ee1-f00a-f011-bd65-00155db40116,resolved,,mizateng / midateng tu kisu tu sakay anu ayaway a pisakawawan haw?
Sakizaya_b15a5ee1-f00a-f011-bd65-00155db40116,resolved,,mizateng/midateng tu kisu tu sakay anu ayaway a pisakawawan haw?
Sakizaya_1d447bf5-8d33-f011-8fad-000d3a8250a0,resolved,,mizikec / midikec tu kakawit tabuyuʼ mibelesiw tu lutuk.
Sakizaya_2e53a00c-8c33-f011-8fad-000d3a8250a0,resolved,,mizizaw / mididaw kya wawa ci bakian.
Sakizaya_129c56e7-f00a-f011-bd65-00155db40116,resolved,,mubahel kya lalangaw tayza / tayda i heci.
Sakizaya_bd5c5ee1-f00a-f011-bd65-00155db40116,resolved,,mueneng ciniza/cinida i elun.
Sakizaya_b79f56e7-f00a-f011-bd65-00155db40116,resolved,,mulaliw ciniza / cinida namakazih / namakadih tu kakuhkuh a bau.
Sakizaya_709956e7-f00a-f011-bd65-00155db40116,resolved,,mulaliw ciniza/cinida namakazih/namakadih tu kakuhkuh a bau.
Sakizaya_31a056e7-f00a-f011-bd65-00155db40116,resolved,,"na i adidiʼ, ci baki ku pahabayay cinizaan / cinidaan."
Sakizaya_585e5ee1-f00a-f011-bd65-00155db40116,resolved,,na tayza / tayda ciniza / cinida i buyuʼ haw?
Sakizaya_90605ee1-f00a-f011-bd65-00155db40116,resolved,,na tayza / tayda i cacudadan kami nacila.
Sakizaya_4d5f5ee1-f00a-f011-bd65-00155db40116,resolved,,na zikuzan / dikudan maudad izaw / idaw ku buduʼ.
Sakizaya_df9f56e7-f00a-f011-bd65-00155db40116,resolved,,nacila a cacay demiad maazih / maadih niyam i pangizuan / pangiduan ci nida.
Sakizaya_539a56e7-f00a-f011-bd65-00155db40116,resolved,,nacila a cacay demiad maazih/maadih niyam i pangizuan/pangiduan ci nida.
Sakizaya_4c5f5ee1-f00a-f011-bd65-00155db40116,resolved,,nacila mamin malahuk mikilul kaku ci inaan tayza / tayda i umah mibubuc tu kalitang.
Sakizaya_be9d56e7-f00a-f011-bd65-00155db40116,dropped,namahicaay hakiya? hini sa mabalucuʼ / malinges ciniza / cinida.,namahicaay hakiya? hini sa mabalucuʼ / malinges ciniza / cinida.
Sakizaya_e29f56e7-f00a-f011-bd65-00155db40116,resolved,,namaka i cacudadan ciniza / cinida mitupin ci sabanaan talumaʼ.
Sakizaya_fb9e56e7-f00a-f011-bd65-00155db40116,resolved,,"namakaazih / namakaadih kaku tu ludak, kasenun milaliw namatawid."
Sakizaya_89ebf97a-8e33-f011-8fad-000d3a8250a0,resolved,,namakayza i cacudadan ciniza/cinida mitupin ci sabanaan talumaʼ.
Sakizaya_6ca5f274-8e33-f011-8fad-000d3a8250a0,resolved,,namalalikeluh kaku atu saydan i zazan/dadan nacila.
Sakizaya_5a9e56e7-f00a-f011-bd65-00155db40116,resolved,,namalalitemuh kaku atu saydan i zazan / dadan nacila.
Sakizaya_895e5ee1-f00a-f011-bd65-00155db40116,resolved,,namalalitemuh kaku atu saydan i zazan/dadan nacila.
Sakizaya_72a056e7-f00a-f011-bd65-00155db40116,resolved,,namatukud niza / nida ku baʼtu mapulin.
Sakizaya_71a5f274-8e33-f011-8fad-000d3a8250a0,resolved,,namatukud niza/nida ku baʼtu mapulin.
Sakizaya_77b5b93c-8c33-f011-8fad-000d3a8250a0,resolved,,namazateng / namadateng nu maku culal sa kisu.
Sakizaya_7fb5b93c-8c33-f011-8fad-000d3a8250a0,resolved,,"namazateng / namadateng nu maku, culal sa kisu."
Sakizaya_dd5e5ee1-f00a-f011-bd65-00155db40116,resolved,,"namisait henay ayaw nu cacay a demiad ciniza / cinida, caay tu katepa ayza / ayda."
Sakizaya_b45a5ee1-f00a-f011-bd65-00155db40116,resolved,,"namisait henay ayaw nu cacay a demiad ciniza/cinida, caay tu katepa ayza/ayda."
Sakizaya_e59f56e7-f00a-f011-bd65-00155db40116,resolved,,nana tu kita tayza / tayda i cacudadan.
Sakizaya_eb9f56e7-f00a-f011-bd65-00155db40116,resolved,,natayni tu kaku i lumaʼ niza / nida.
Sakizaya_589a56e7-f00a-f011-bd65-00155db40116,resolved,,natayni tu kaku i lumaʼ niza/nida.
Sakizaya_84b5b93c-8c33-f011-8fad-000d3a8250a0,resolved,,natayza / natayda i buyuʼ ku ali nu maku nacila.
Sakizaya_a95a5ee1-f00a-f011-bd65-00155db40116,resolved,,natayza/natayda i buyuʼ ku ali nu maku nacila.
Sakizaya_18a356e7-f00a-f011-bd65-00155db40116,resolved,,nayay tu mazih / maadih ku tumay ayza / ayda.
Sakizaya_f69f43a0-8d33-f011-8fad-000d3a8250a0,resolved,,nazikuzan / nadikudan maudad izaw / idaw ku buduʼ.
Sakizaya_355f5ee1-f00a-f011-bd65-00155db40116,resolved,,nazikuzan / nadikudan nu baliyus masabanaw ku umah niyam.
Sakizaya_e99f43a0-8d33-f011-8fad-000d3a8250a0,resolved,,nazikuzan nu baliyus matekes cakayen ku pazaʼ/padaʼ.
Sakizaya_1b781720-8e33-f011-8fad-000d3a8250a0,dropped,ni bakiay kuyza / kuyda a kawswa / cacebalen.,ni bakiay kuyza / kuyda a kawswa / cacebalen.
Sakizaya_bd5d5ee1-f00a-f011-bd65-00155db40116,resolved,,nikawawadaʼan mahiza / mahida adiding ku nu maku.
Sakizaya_25ebf97a-8e33-f011-8fad-000d3a8250a0,resolved,,nikawawadaʼan mahiza/mahida adiding ku nu maku.
Sakizaya_25a056e7-f00a-f011-bd65-00155db40116,resolved,,nipacakayan niza / nida tu kubkub a kalisiw ku sacakay tu belac.
Sakizaya_50595ee1-f00a-f011-bd65-00155db40116,resolved,,nipalumaan i zazan / dadan bangcalay canacanan a balu.
Sakizaya_aa9f56e7-f00a-f011-bd65-00155db40116,resolved,,nu mitaay a saydan ciniza / cinida.
Sakizaya_19a056e7-f00a-f011-bd65-00155db40116,resolved,,nu tuas a lisin ayza / ayda.
Sakizaya_629a56e7-f00a-f011-bd65-00155db40116,resolved,,nu tuas a lisin ayza/ayda.
Sakizaya_6a5e5ee1-f00a-f011-bd65-00155db40116,resolved,,paanin ku sabana i takuan tu tuluay a bataan izaw / idaw ku cacay salunganay a balu.
Sakizaya_b4a056e7-f00a-f011-bd65-00155db40116,resolved,,pabelian ni baki tu nisangaʼan a putut ciniza / cinida.
Sakizaya_21a056e7-f00a-f011-bd65-00155db40116,resolved,,pabelian ni ina ci sabana tu sumanahay a hakama i pulecuhan niza / nida a demiad.
Sakizaya_b79d56e7-f00a-f011-bd65-00155db40116,resolved,,pabelian ni ina kaku tu nisangaʼan niza / nida a zikuc / dikuc nu lusit.
Sakizaya_7c5e5ee1-f00a-f011-bd65-00155db40116,resolved,,pabelian ni ina kaku tu nisangaʼan niza/nida a zikuc/dikuc nu lusit.
Sakizaya_2ea056e7-f00a-f011-bd65-00155db40116,resolved,,pabelian ni ina kaku tu tusa a padingad nicakayan niza / nida.
Sakizaya_bea056e7-f00a-f011-bd65-00155db40116,resolved,,pabelien niza / nida kaku tu sabaw siwaay a piyang.
Sakizaya_f89a56e7-f00a-f011-bd65-00155db40116,resolved,,pabelien niza/nida kaku tu sabaw siwaay a piyang.
Sakizaya_22a056e7-f00a-f011-bd65-00155db40116,resolved,,pabuliki sa zikec / dikec han ku kulaci.
Sakizaya_63d7e94a-8e33-f011-8fad-000d3a8250a0,resolved,,pabuliki sa zikec/dikec han ku kulaci.
Sakizaya_48595ee1-f00a-f011-bd65-00155db40116,resolved,,pacaitan nuheni ku zikuc / dikuc i nu zikuzan / dikudan nu panan.
Sakizaya_24a056e7-f00a-f011-bd65-00155db40116,resolved,,pacaiten sa ci ina tu zikuc / dikuc.
Sakizaya_26a056e7-f00a-f011-bd65-00155db40116,resolved,,pacekan niza / nida tu samukun kya mapeciʼay a elun.
Sakizaya_dc184594-8d33-f011-8fad-000d3a8250a0,resolved,,pacekcek sa ku mata niya lumeniʼay a tutuy miazih / miadih tiya eduan.
Sakizaya_27a056e7-f00a-f011-bd65-00155db40116,resolved,,pacekcek tu ku mata niya lumeniʼay a tutuy miazih / miadih tu eduan.
Sakizaya_28a056e7-f00a-f011-bd65-00155db40116,resolved,,"pacenaʼ pilipayan misakawaw, kyu i lumaʼ ciniza / cinida."
Sakizaya_6ea056e7-f00a-f011-bd65-00155db40116,resolved,,pahabay ciniza / cinida tu pituay a bataan a tulakuk.
Sakizaya_ec9a56e7-f00a-f011-bd65-00155db40116,resolved,,pahabay ciniza/cinida tu pituay a bataan a tulakuk.
Sakizaya_e09a56e7-f00a-f011-bd65-00155db40116,resolved,,pakacawan ni ama i kazizeng niza / nida kaku atu sabana tayza / tayda i dadipasan miidang.
Sakizaya_299c56e7-f00a-f011-bd65-00155db40116,resolved,,pakazizeng / pakadideng ci ama milikeluh ci inaan i pangizuan / pangiduan talumaʼ.
Sakizaya_efe04eed-f00a-f011-bd65-00155db40116,resolved,,pakazizeng / pakadideng kaku tayza / tayda i ungsing mililuc i nacila.
Sakizaya_63a056e7-f00a-f011-bd65-00155db40116,resolved,,paliwalan niza / nida kya nipecuʼan nasanal a kayabes.
Sakizaya_331ffb54-8c33-f011-8fad-000d3a8250a0,resolved,,paliyun kaku tu tamelacay a zikuc / dikuc.
Sakizaya_ac9d56e7-f00a-f011-bd65-00155db40116,resolved,,"paliyunen ku ngelab, malinganguʼ caay tu ka kapah kuyza / kuyda a ngelab."
Sakizaya_3a5f5ee1-f00a-f011-bd65-00155db40116,resolved,,pangkiw tatukian kaku mukacaw tu basu tu demidemiad tayza / tayda i cacudadan.
Sakizaya_3c5d5ee1-f00a-f011-bd65-00155db40116,resolved,,"papialaan nu maku ciniza / cinida tya adidiʼay a laic, azihan / adihan u tabakiay ku nipabelian i takuan."
Sakizaya_1b3ad548-8c33-f011-8fad-000d3a8250a0,resolved,,"papialaan nu maku ciniza / cinida tya adidiʼay a lait, nika u tabakiay ku nipabelian i takuan."
Sakizaya_5ba056e7-f00a-f011-bd65-00155db40116,resolved,,pasilsilen niza / nida ku nanum patayza / patayda i laku.
Sakizaya_709a56e7-f00a-f011-bd65-00155db40116,resolved,,pasilsilen niza/nida ku nanum patayza/patayda i laku.
Sakizaya_7da156e7-f00a-f011-bd65-00155db40116,resolved,,pasubanaʼan ni ama ciniza / cinida misangaʼ tu sapatiked.
Sakizaya_d99b56e7-f00a-f011-bd65-00155db40116,resolved,,pasubanaʼan ni ama ciniza/cinida misangaʼ tu sapatiked.
Sakizaya_5ca056e7-f00a-f011-bd65-00155db40116,resolved,,"pasubanaʼay ciniza / cinida i cacudadan, u saydan nu maku."
Sakizaya_5ea056e7-f00a-f011-bd65-00155db40116,resolved,,patatengaʼ kaku tu kamu niza / nida.
Sakizaya_c0595ee1-f00a-f011-bd65-00155db40116,resolved,,patatengaʼ kami izaw / idaw ku diʼtu.
Sakizaya_fd184594-8d33-f011-8fad-000d3a8250a0,dropped,patelay / padinwa ci sabana i ci amaan.,patelay / padinwa ci sabana i ci amaan.
Sakizaya_99a256e7-f00a-f011-bd65-00155db40116,dropped,patelay / padinwa ci sabana tu ci amaan.,patelay / padinwa ci sabana tu ci amaan.
Sakizaya_b0595ee1-f00a-f011-bd65-00155db40116,resolved,,pazengan / padengan nu sabana i kilang kya dadayday.
Sakizaya_b7595ee1-f00a-f011-bd65-00155db40116,resolved,,pazengen / padengen ni ina i lamal ku dangah misahemay.
Sakizaya_e59f43a0-8d33-f011-8fad-000d3a8250a0,dropped,pihaymaw tu kaidaw nu biluuʼ/pucuʼ a imelang.,pihaymaw tu kaidaw nu biluuʼ/pucuʼ a imelang.
Sakizaya_4a5f5ee1-f00a-f011-bd65-00155db40116,resolved,,pihaymaw tu kaizaw / kaidaw nu biluuʼ.
Sakizaya_e35b5ee1-f00a-f011-bd65-00155db40116,resolved,,pihaymaw tu kaizaw/kaidaw nu biluuʼ.
Sakizaya_e960a02a-8c33-f011-8fad-000d3a8250a0,dropped,pihaymawi mihuduc tu cubel/calep nu bakan.,pihaymawi mihuduc tu cubel/calep nu bakan.
Sakizaya_69a056e7-f00a-f011-bd65-00155db40116,resolved,,piliʼan ni kakana ku bangcalay zikuc / dikuc pabeli i takuan.
Sakizaya_e5184594-8d33-f011-8fad-000d3a8250a0,resolved,,piliʼen ni kakana ku bangcalay zikuc / dikuc pabeli i takuan.
Sakizaya_1a9c56e7-f00a-f011-bd65-00155db40116,resolved,,sakakapah nu uzip / udip mukan tu landaway a lamiʼ.
Sakizaya_01a256e7-f00a-f011-bd65-00155db40116,resolved,,"sakamu sa ku saydan tamiyan, amana sizuma / siduma sa mikilul tu kaliyuhan a tademaw talumaʼ."
