pair,source_phrase_clean,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_supported_targets,mapping_different_targets,unmapped_targets,unattested_source_targets,decision
"xsy,en",hiya',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,誰,who,,,who,,keep_all_structurally_valid_targets
"xsy,en",hiza,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,那個,that,,,that,,keep_all_structurally_valid_targets
"xsy,en",hoba:ang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,畫; 畫圖,draw,,,draw,,keep_all_structurally_valid_targets
"xsy,en",hobos,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,口袋; 袋子,pocket,,,pocket,,keep_all_structurally_valid_targets
"xsy,en",homiwa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,割; 殺,saw,,,saw,,keep_all_structurally_valid_targets
"xsy,en",homngas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,叫,call,,,call,,keep_all_structurally_valid_targets
"xsy,en",hopay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,煩悶; 累; 辛苦,hard,,,hard,,keep_all_structurally_valid_targets
"xsy,en",horok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,平原; 盆地,basin,,,basin,,keep_all_structurally_valid_targets
"xsy,en",hosong,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,猴子,monkey,,,monkey,,keep_all_structurally_valid_targets
"xsy,en",ilash,no,,,moon,,,,moon,keep_all_structurally_valid_targets
"xsy,en",ima'ibabaw pinpapoe'oe kin:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,憲法,constitution,,,constitution,,keep_all_structurally_valid_targets
"xsy,en",ima kaSbo:waw Sinraehoe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,新住民,immigrant,,,immigrant,,keep_all_structurally_valid_targets
"xsy,en",ini,no,,,no,,,,no,keep_all_structurally_valid_targets
"xsy,en",iok,no,,,orange,,,,orange,keep_all_structurally_valid_targets
"xsy,en",ka'ar'araSen tiyanaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,平板(電腦),tablet,,,tablet,,keep_all_structurally_valid_targets
"xsy,en",ka'ayti:ilan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,秋千,swing,,,swing,,keep_all_structurally_valid_targets
"xsy,en",ka'bhoet,no,,,squirrel,,,,squirrel,keep_all_structurally_valid_targets
"xsy,en",ka'inae:aewan ka'ima'ayaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,急診室,emergency room,,,emergency room,,keep_all_structurally_valid_targets
"xsy,en",ka'lhib,no,,,cave,,,,cave,keep_all_structurally_valid_targets
"xsy,en",ka'nal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,右手; 右邊,right,right,,,,keep_all_structurally_valid_targets
"xsy,en",ka'toS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,小蝦,Shrimp,,,Shrimp,,keep_all_structurally_valid_targets
"xsy,en",ka:ang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,螃蟹; 螃蟹（總稱）,crab,,,crab,,keep_all_structurally_valid_targets
"xsy,en",ka:angaromiSan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,毛蟹,Japanese mitten crab,,,Japanese mitten crab,,keep_all_structurally_valid_targets
"xsy,en",ka:aw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,顴骨,cheekbone,,,cheekbone,,keep_all_structurally_valid_targets
"xsy,en",ka-,no,,,late,,,,late,keep_all_structurally_valid_targets
"xsy,en",ka-hia,no,,,yesterday,,,,yesterday,keep_all_structurally_valid_targets
"xsy,en",kaS'aelaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,九層塔,basil,,,basil,,keep_all_structurally_valid_targets
"xsy,en",kaSa:engan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,坐（處所）,chair,,,chair,,keep_all_structurally_valid_targets
"xsy,en",kaSakira:a'an kapayziza'an pinahiyo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,紅綠燈,traffic light,,,traffic light,,keep_all_structurally_valid_targets
"xsy,en",kaSbaSba',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,杜鵑（統稱）,rhododendron,,,rhododendron,,keep_all_structurally_valid_targets
"xsy,en",kaSeme:an,no,,,tax,,,,tax,keep_all_structurally_valid_targets
"xsy,en",kaShae:ae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,踩落,stairs,,,stairs,,keep_all_structurally_valid_targets
"xsy,en",kaSili'an ka rayhil,no,,,bank,,,,bank,keep_all_structurally_valid_targets
"xsy,en",kaSkoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,絲瓜,loofah,,,loofah,,keep_all_structurally_valid_targets
"xsy,en",kabazae'an ray sale'e:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,耳機,earphone; headphone,earphone; headphone,,,,keep_all_structurally_valid_targets
"xsy,en",kabo:bo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,扇子,fan,,,fan,,keep_all_structurally_valid_targets
"xsy,en",kae'hma,no,,,tongue,,,,tongue,keep_all_structurally_valid_targets
"xsy,en",kae'hoeng,no,,,horn,,,,horn,keep_all_structurally_valid_targets
"xsy,en",kaehlek,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手鍬,spade,spade,,,,keep_all_structurally_valid_targets
"xsy,en",kaehoy bintoe'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木星,Jupiter,,,Jupiter,,keep_all_structurally_valid_targets
"xsy,en",kaehoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木柴; 樹; 砍材,chop; tree; wood,chop; tree; wood,,,,keep_all_structurally_valid_targets
"xsy,en",kaenSakang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,檢察官,prosecutor,,,prosecutor,,keep_all_structurally_valid_targets
"xsy,en",kahawayan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,旋律; 虛詞,function word,,,function word,,keep_all_structurally_valid_targets
"xsy,en",kahola'an bala',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰川(河),glacier,,,glacier,,keep_all_structurally_valid_targets
"xsy,en",kaka:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,筆; 粉筆,sidewalk chalk,,,sidewalk chalk,,keep_all_structurally_valid_targets
"xsy,en",kaka:atan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,寫(處所); 黑板,chalkboard,,,chalkboard,,keep_all_structurally_valid_targets
"xsy,en",kakaS'abo'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,入口,hall,,,hall,,keep_all_structurally_valid_targets
"xsy,en",kakaSna'itolan kapapama'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,月台,platform,,,platform,,keep_all_structurally_valid_targets
"xsy,en",kakabihkabih,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,二者之間,between,,,between,,keep_all_structurally_valid_targets
"xsy,en",kakayzaehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,好處（平安; 權利,right,right,,,,keep_all_structurally_valid_targets
"xsy,en",kaki:iman ka ka:i'kina:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,字典,Dictionary,,,Dictionary,,keep_all_structurally_valid_targets
"xsy,en",kakiw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,苧麻,ramie,,,ramie,,keep_all_structurally_valid_targets
"xsy,en",kaklalopezan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,十字路口,crossroad,crossroad,,,,keep_all_structurally_valid_targets
"xsy,en",kaklokoeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,指甲,nail,,,nail,,keep_all_structurally_valid_targets
"xsy,en",kakontotolan kaSa:engan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,輪椅,wheelchair,,,wheelchair,,keep_all_structurally_valid_targets
"xsy,en",kala',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,圓形竹簍; 簍子; 籃子,basket,,,basket,,keep_all_structurally_valid_targets
"xsy,en",kali'ima'ayaehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,救護車,ambulance,,,ambulance,,keep_all_structurally_valid_targets
"xsy,en",kalihaepoyan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火車,train,,,train,,keep_all_structurally_valid_targets
"xsy,en",kalihokan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,各個角落; 角(錢); 角落,corner; dime,corner; dime,,,,keep_all_structurally_valid_targets
"xsy,en",kama'alep,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,獵人,hunter,hunter,,,,keep_all_structurally_valid_targets
"xsy,en",kama-,no,,,-er; -or,,,,-er; -or,keep_all_structurally_valid_targets
"xsy,en",kamaSa'iS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,專門縫的,tailor,,,tailor,,keep_all_structurally_valid_targets
"xsy,en",kamaSowatoroe',no,,,engineer,,,,engineer,keep_all_structurally_valid_targets
"xsy,en",kamahapa: kaSinbon,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,主播,news presenter,,,news presenter,,keep_all_structurally_valid_targets
"xsy,en",kamaka:at ka Sinbon,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,記者,journalist,,,journalist,,keep_all_structurally_valid_targets
"xsy,en",kamakaShowih,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,殖民者,colonizer,,,colonizer,,keep_all_structurally_valid_targets
"xsy,en",kamakoroeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,專門理頭髮的,barber,,,barber,,keep_all_structurally_valid_targets
"xsy,en",kamamanra:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,男性; 男生,man,,,man,,keep_all_structurally_valid_targets
"xsy,en",kamamiyalawa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,看守的人; 警衛,guard,guard,,,,keep_all_structurally_valid_targets
"xsy,en",kamamobsoeh koko:ol,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火山,volcano,volcano,,,,keep_all_structurally_valid_targets
"xsy,en",kamapaSibae:aeh ka taew'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,房東,landlord,,,landlord,,keep_all_structurally_valid_targets
"xsy,en",kamapalbaboy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,專門殺豬者,butcher,,,butcher,,keep_all_structurally_valid_targets
"xsy,en",kamapapaSnga'nga',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,麻醉師,anesthesiologist,,,anesthesiologist,,keep_all_structurally_valid_targets
"xsy,en",kamapapazeng ka hapoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,消防員; 消防局,firefighter,,,firefighter,,keep_all_structurally_valid_targets
"xsy,en",kamapat'izaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,辦理後事者,ceremonialist,,,ceremonialist,,keep_all_structurally_valid_targets
"xsy,en",kamapatolotor ka ka:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,口譯員,interpreter,,,interpreter,,keep_all_structurally_valid_targets
"xsy,en",kamapatolotor,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,翻譯員,translator,,,translator,,keep_all_structurally_valid_targets
"xsy,en",kamapotoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,包心菜（高麗菜）,cabbage,,,cabbage,,keep_all_structurally_valid_targets
"xsy,en",kamaromhaep,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,占卜師,fortuneteller,,,fortuneteller,,keep_all_structurally_valid_targets
"xsy,en",kamase:ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,專門駕駛,driver,,,driver,,keep_all_structurally_valid_targets
"xsy,en",kamasempeng mae'iyaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,法官,judge,,,judge,,keep_all_structurally_valid_targets
"xsy,en",kamatalSaSo',no,,,scientist,,,,scientist,keep_all_structurally_valid_targets
"xsy,en",kamatatilhaehael,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,志工,volunteer,,,volunteer,,keep_all_structurally_valid_targets
"xsy,en",kamatilhaehael palahoe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,律師,lawyer,,,lawyer,,keep_all_structurally_valid_targets
"xsy,en",kamatinkabazae'an kapatawawan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,應徵者,applicant,,,applicant,,keep_all_structurally_valid_targets
"xsy,en",kamatortoroe''omaling',no,,,director,,,,director,keep_all_structurally_valid_targets
"xsy,en",kamatortoroe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,老師,teacher,,,teacher,,keep_all_structurally_valid_targets
"xsy,en",kamatotoroe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,副教授; 教授,professor,,,professor,,keep_all_structurally_valid_targets
"xsy,en",kamsiyolang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,閩南人,Hokkien; Hoklo,Hokkien; Hoklo,,,,keep_all_structurally_valid_targets
"xsy,en",kangkang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,罐子,can,,,can,,keep_all_structurally_valid_targets
"xsy,en",kano',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,什麼,What,,,What,,keep_all_structurally_valid_targets
"xsy,en",kano'a'o:la',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,可惡,abominable,,,abominable,,keep_all_structurally_valid_targets
"xsy,en",kapa'inrika:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,微波爐,microwave oven,,,microwave oven,,keep_all_structurally_valid_targets
"xsy,en",kapaSankateng ka kina:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,釘書機,stapler,,,stapler,,keep_all_structurally_valid_targets
"xsy,en",kapaSanlazem ti'a',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,別針(胸花),brooch,,,brooch,,keep_all_structurally_valid_targets
"xsy,en",kapaSihingha'kaSepe:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,百分比(%),percentage,,,percentage,,keep_all_structurally_valid_targets
"xsy,en",kapaSlo:'aewhaeS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,滑鼠(電腦),mouse,,,mouse,,keep_all_structurally_valid_targets
"xsy,en",kapahiyo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,燈具; 電燈,torch,,,torch,,keep_all_structurally_valid_targets
"xsy,en",kapak'apoehan ka bekeS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,吹風機,hair dryer,,,hair dryer,,keep_all_structurally_valid_targets
"xsy,en",kapaka:i'an mae'iyaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,證人(法庭),witness,witness,,,,keep_all_structurally_valid_targets
"xsy,en",kapanra:anan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,走的路,procedure,procedure,,,,keep_all_structurally_valid_targets
"xsy,en",kapapazengan ka hapoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,滅火器,fire extinguisher,,,fire extinguisher,,keep_all_structurally_valid_targets
"xsy,en",kaparpe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,膠水,glue,,,glue,,keep_all_structurally_valid_targets
"xsy,en",kapasiya'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,孵蛋處,incubator,,,incubator,,keep_all_structurally_valid_targets
"xsy,en",kapawkongas,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,衛生紙,toilet paper,,,toilet paper,,keep_all_structurally_valid_targets
"xsy,en",kapayhaepoyan kae'er,no,,,utility pole,,,,utility pole,keep_all_structurally_valid_targets
"xsy,en",kapayhaepoyan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,電線,wire,,,wire,,keep_all_structurally_valid_targets
"xsy,en",kapaymae'iyaehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,人行道; 斑馬線,pedestrian crossing; crosswalk,pedestrian crossing,crosswalk,,,keep_all_structurally_valid_targets
"xsy,en",kaphoel,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鹽膚木,sumac,,,sumac,,keep_all_structurally_valid_targets
"xsy,en",karim'aenan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,上午; 上午（過去）,daytime,,,daytime,,keep_all_structurally_valid_targets
"xsy,en",karotonan ka kakrangi'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,博物館,museum,,,museum,,keep_all_structurally_valid_targets
"xsy,en",kasenge:en,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,泡在水裡（受事,soaked,,,soaked,,keep_all_structurally_valid_targets
"xsy,en",kasepe:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,時間; 計算機,calculator,,,calculator,,keep_all_structurally_valid_targets
"xsy,en",kashaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,茶,tea,,,tea,,keep_all_structurally_valid_targets
"xsy,en",kaspengan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,傳統儀式; 文化,culture,,,culture,,keep_all_structurally_valid_targets
"xsy,en",kata'owan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,廁所,toilet,,,toilet,,keep_all_structurally_valid_targets
"xsy,en",kataSipiyakan ka tiyanaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鍵盤(電腦),keyboard,,,keyboard,,keep_all_structurally_valid_targets
"xsy,en",katal'izaehan ka kina:at,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,文件夾(整理、放置文件),folder,,,folder,,keep_all_structurally_valid_targets
"xsy,en",katboS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,甘蔗,sugarcane,,,sugarcane,,keep_all_structurally_valid_targets
"xsy,en",katiSpongaehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,花器,vase,,,vase,,keep_all_structurally_valid_targets
"xsy,en",katiSrayhilan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,錢包,wallet,wallet,,,,keep_all_structurally_valid_targets
"xsy,en",katikama'an'ilibita',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,電扶梯,escalator,,,escalator,,keep_all_structurally_valid_targets
"xsy,en",katintin,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,秤子,scale,,,scale,,keep_all_structurally_valid_targets
"xsy,en",kawaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,大氣層; 天氣; 天空; 筋,atmosphere,,,atmosphere,,keep_all_structurally_valid_targets
"xsy,en",kawash,no,,,sky,,,,sky,keep_all_structurally_valid_targets
"xsy,en",kawnamae'mae'iyaehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,子宮,uterus,,,uterus,,keep_all_structurally_valid_targets
"xsy,en",kayi',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,左手; 左邊,left,left,,,,keep_all_structurally_valid_targets
"xsy,en",kaypatonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鈣,calcium,,,calcium,,keep_all_structurally_valid_targets
"xsy,en",kaysa'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,今天; 剛剛,today,,,today,,keep_all_structurally_valid_targets
"xsy,en",kayzaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,可以(做某事); 好; 好(指沒問題); 好的; 能夠,can; good,can; good,,,,keep_all_structurally_valid_targets
"xsy,en",kekeke:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,發抖貌,shiver,,,shiver,,keep_all_structurally_valid_targets
"xsy,en",kerpe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,肥沃; 胖; 胖(身形),fertile,,,fertile,,keep_all_structurally_valid_targets
"xsy,en",ki:im,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,尋找; 找,find,,,find,,keep_all_structurally_valid_targets
"xsy,en",ki,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,和,and,and,,,,keep_all_structurally_valid_targets
"xsy,en",kikinhowaey,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,基金會,foundation,,,foundation,,keep_all_structurally_valid_targets
"xsy,en",kil,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,和（多數）,with,with,,,,keep_all_structurally_valid_targets
"xsy,en",kim bintoe'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,金星,Venus,,,Venus,,keep_all_structurally_valid_targets
"xsy,en",kinSat,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,警察,police,,,police,,keep_all_structurally_valid_targets
"xsy,en",kinayraroSa'tatre',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,一吋,inch,,inch,,,keep_all_structurally_valid_targets
"xsy,en",kinita',no,,,opinion,,,,opinion,keep_all_structurally_valid_targets
"xsy,en",kinkaboehoelban,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,百萬,million,,,million,,keep_all_structurally_valid_targets
"xsy,en",kitiyae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,乞丐,beggar,,,beggar,,keep_all_structurally_valid_targets
"xsy,en",koko',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,女性長輩(祖母; 奶奶; 腎臟,grandmother; kidney,grandmother; kidney,,,,keep_all_structurally_valid_targets
"xsy,en",kola',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,可樂,cola,,,cola,,keep_all_structurally_valid_targets
"xsy,en",komerker,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,用小鍬鏟土; 鋤草,hoe,,,hoe,,keep_all_structurally_valid_targets
"xsy,en",kongke',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公克,gram,,,gram,,keep_all_structurally_valid_targets
"xsy,en",kongkoli',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水泥（日語借詞）,concrete,,,concrete,,keep_all_structurally_valid_targets
"xsy,en",kongton,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公噸,tonne,,,tonne,,keep_all_structurally_valid_targets
"xsy,en",konon,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鐵鎚,hammer,,,hammer,,keep_all_structurally_valid_targets
"xsy,en",kopoehan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,綿蜜,fluffy,,,fluffy,,keep_all_structurally_valid_targets
"xsy,en",koriSmaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,聖誕節,Christmas,,,Christmas,,keep_all_structurally_valid_targets
"xsy,en",koroma',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,車子（日本借詞）,car,,,car,,keep_all_structurally_valid_targets
"xsy,en",laleke:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手機; 電話,phone,phone,,,,keep_all_structurally_valid_targets
"xsy,en",laliw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,地震,earthquake,,,earthquake,,keep_all_structurally_valid_targets
"xsy,en",lapowar,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,番石榴/芭樂; 芭樂,guava,,,guava,,keep_all_structurally_valid_targets
"xsy,en",libangmaeta',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,立方公尺,cubic metre,,,cubic metre,,keep_all_structurally_valid_targets
"xsy,en",libangmasa',no,,,cubic centimetre,,,,cubic centimetre,keep_all_structurally_valid_targets
"xsy,en",libo,no,,,nest,,,,nest,keep_all_structurally_valid_targets
"xsy,en",lilom,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,南瓜,pumpkin,,,pumpkin,,keep_all_structurally_valid_targets
"xsy,en",lingking,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,龍眼（閩南語借詞）,longan,,,longan,,keep_all_structurally_valid_targets
"xsy,en",liyobong,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,硫磺,sulphur,,,sulphur,,keep_all_structurally_valid_targets
"xsy,en",loe'esh,no,,,marrow,,,,marrow,keep_all_structurally_valid_targets
"xsy,en",loehoeng,no,,,mortar,,,,mortar,keep_all_structurally_valid_targets
"xsy,en",lomeket,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,截斷,saw,,,saw,,keep_all_structurally_valid_targets
"xsy,en",losoko',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蠟燭,candle,,,candle,,keep_all_structurally_valid_targets
"xsy,en",ma:bae'soeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,芹菜,celery,,,celery,,keep_all_structurally_valid_targets
"xsy,en",ma:is,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,硬,hard,,,hard,,keep_all_structurally_valid_targets
"xsy,en",mae'rem,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,睡覺（主事）,sleep,,,sleep,,keep_all_structurally_valid_targets
"xsy,en",maeta',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公尺,metre,,,metre,,keep_all_structurally_valid_targets
"xsy,en",makakSiyae',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,玩(球); 玩耍,play,,,play,,keep_all_structurally_valid_targets
"xsy,en",makarang,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,癌症,cancer,,,cancer,,keep_all_structurally_valid_targets
"xsy,en",malat,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山刀; 獵刀,machete,machete,,,,keep_all_structurally_valid_targets
"xsy,en",manra:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,走路（主事）,walk,walk,,,,keep_all_structurally_valid_targets
"xsy,en",marash,no,,,bring,,,,bring,keep_all_structurally_valid_targets
"xsy,en",masa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公分; 眼睛,centimetre,,,centimetre,,keep_all_structurally_valid_targets
"xsy,en",maskes,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰冷; 冷,cold,,,cold,,keep_all_structurally_valid_targets
